refID,tokens
B943299,"JOSPEH, C, WHITE, 342, BENEDICTINE, TER, SEASTIAN, FL, 32958, 7726125885"
B943301,"LEISA, K, HEFFLEY, 119, OROURE, DRV, SAN, PABLO, CALI, 94806, 5308664251"
B943376,"V, SOGLO, 514, ELMSHAVEN, RD, SAINT, HELENA, CA, 94574, 7078273563"
B943386,"CHRISOTPHER, L, GRIESER, 9225, BANCROFT, AVE, APT, A, OAKLAND, CA, 94603, 5302005818"
B943453,"ALEJANDRO, A, SALSINI, 184, 13TH, ST, APT, 501P, OAKLAND, CA, 94612, 5303160677"
B943469,"CRAIG, J, KELLER, 2327, SANSTONE, CT, PALM, DALE, CA, 93551, 5101141400"
B943484,"SHELLEY, S, RICHARDS, 1818, BOX, LEANDER, TEXAS, 7F8646, 5124522110"
B943486,"MANUEL, M, IKRBY, 10202, S, COUNTRY, DR, ALVIN, TEXAS, 77511, 2814065537"
B943536,"PAT, HIGINSON, 548, VISTA, WAY, LFANE, EAGLE, LAKE, FL, 33839, 8634384115"
B943539,"MARSHA, ZATARAIN, 2012, PHILLIPPI, ST, SAN, FERNANDO, CA, 91340, 8183301553"
B943572,"ROBERTO, L, VANLANDINHAM, 48, S, LANCELOT, AVE, ONRLANDO, FLA, 32835, 4071570352"
B943578,"MARY, AGUILERA, 138, MCCASLIN, LN, ROYAL, ARKANSA, 71968, 5015147046"
B943689,"MARCELO, GUY, WILCOX, 1456, NZ, GRANDVIEW, AVE, DAYTONA, BEACH, FLORIDA, 32118, 3861563632"
B943700,"ELIZABETH, M, MIRANDA, 27253, BIG, HORN, AVENUE, MORENO, VALLEY, CALI, 9I2555, 9092252601"
B943715,"FELICITAS, W, GBISON, 7014, JORDAN, AVE, APT, 7, CANOGA, PARK, CA, 91303, 8183418002"
B943724,"H, Z, COOLING, 10341, EARLANDER, ST, SAN, JOSE, CALIFORNIA, 95127, 4088210058"
B943734,"ATIYA, YAGUDIN, 1931, SPRUCE, DR, HOWLLISTER, CA, 95023, 8311755562"
B943778,"JUAN, M, FERREIAR, 6108, SPRINGLEAF, CIR, FORT, WORTH, TX, 76133, 8178610113"
B943781,"L, P, PEDRAJA, 2834, EMERYALD, LN, LANCASTER, CA, 93535, 6614657621"
B943798,"FELICIA, CORNELISSEN, 1690, POST, BOX, BRENITWOOD, CA, 94513, 9253636868"
B943815,"FRANK, A, STEBBINS, 12950, S, 4TH, COURT, APT, H31A1, PEMBROKE, PINES, FL, 33027, 9547082385"
B943893,"FRANCINE, J, HUSSPAIN, 14668, WLDWOOD, DRIVE, LARGOFLA, 33774, 7273537606"
B943941,"BRIAN, M, WRIGHT, 5656, HALBRENT, AVE, VAN, NUYS, CA, 91411, 8184837017"
B943997,"DEBBIE, O, FORDHAM, 3433, SKYLINE, DRIV, REENWOOD, FL, 32443, 8502272626"
B944005,"GUILLERMO, D, HUFFMAN, 9502, BUNDY, R, SANTEE, CA, 92071, 8588871648"
B944040,"LARHONDA, A, THOMAS, 1811, STRATFORD, CT, SALINIAS, CA, 93906, 8318214350"
B944058,"JANA, G, LOPEZ, 11245, W, ATLANTIC, BOULV, E108, CORAL, SPRINGS, FL, 33071, 9542416388"
B944072,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TX, 75156, 9034530868"
B944165,"MRAK, J, MORRIS, 16470, AVENIDA, VENUSTO, UNIT, C, SAN, DIEGO, CALI, 92128, 6198678457"
B944182,"TERESA, ARUTYUNYAN, 72, 7TH, STR, S, APT, 11, NAEPLES, FLA, 34102, 2392225023"
B944192,"CAROLINA, G, YBARRA, 512, POST, OFFICE, BOX, RIALTO, CALIFORNIA, 92377, 9096606447"
B944243,"JASON, R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLORIDA, 34953, 7726514072"
B944256,"ASHLEY, S, GREENHALGH, 4431, CALLER, EL, DORAD, HILLS, CALI, 95762, 9167347387"
B944279,"BLANCA, ARTENSTEIN, 681, CALLER, BLOOMINGTON, CA, 92316, 9096462278"
B944354,"JUAN, P, PELAYO, 2303, KELL, ST, APT, 3, CORNING, AR, 72422, 8703615822"
B944357,"LUCY, L, ARIAS, 1984, CONLIFER, LN, SAN, JOSE, CALIF, 95132, 4085141721"
B944406,"RUTH, MARTINEZ, 243722, BUZON, BOYNTON, BEACH, FLA, 33424, 5614832263"
B944470,"HEATHER, R, JORDAN, 620, KATHERINE, DR, MONTEBELLO, CA, 90640, 3231060330"
B944555,"ANDREY, D, SINOR, 18846, SIERRA, ESTATES, DR, NEWHALL, CA, 91321, 8057687762"
B944588,"IAN, R, DICKEY, 4050, 4TH, ST, N, APT, 118, ST, PETERSBURG, FL, 33703, 2394108435"
B944619,"LEON, L, MEYNDY, 97, RIVO, ALTO, CAAL, LONG, BEAH, CA, 90803, 5624477622"
B944634,"JUNE, J, MONTOYA, 10435, LINDLEY, AVE, APARTMENT, 103, PORTER, RANCH, CALI, 91326, 8183205568"
B944826,"JANICE, M, WALTON, 1734, SSALTILLO, STRT, SAN, ANTONIO, TX, 8207, 2106858864"
B944875,"MARTHA, M, RAMIREZ, 333, SAN, NICOLAS, AVENU, SANTA, PAULA, CALIF, 3060, 8056582725"
B944907,"VILLAREAL, 1909, DR, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDAH, 33844, 8634370456"
B944942,"E, L, ROBINSON, 6207, YUKO, ROAD, DOVER, FL, 33527, 8134481642"
B945064,"CARLA, E, GONZALES, 4345, OLD, COLONY, RD, MULBERRY, FL, 33860, 8633120871"
B945074,"A, P, FPOWER, 504, CANAL, WY, OKOMIS, FLORIDA, 34275, 9412100655"
B945077,"MARIA, J, DENNEY, 2214, W, HUISACHE, AVE, SAN, ANTONIO, TEXAS78201, 2106181443"
B945094,"JANICE, M, WALTON, 4026, RIVER, RD, AMARILLO, TX, 79108, 8065180358"
B945100,"MICKEY, OSPINA, 2301, TUKRNER, RD, CERES, CA, 95307, 2093553180"
B945123,"DEIDRA, S, AREVALO, 570, MOONEY, RRD, NE, FOMRT, WALTON, BEACH, FL, 32547, 8505237364"
B945141,"RENA, GARY, 12438, JASMINE, BROOKX, LN, HOUSTEON, TX, 77089, 7138461462"
B945146,"LEROY, E, FLEENER, 6516, TIDAL, BAY, DR, MILTON, FL, 32583, 8508216760"
B945151,"JORGE, R, JAMISON, 10432, PASEO, PARK, EDR, LAKESIDE, CA, 92040, 6193311727"
B945182,"JOHN, R, TREVINO, 3641, DAHLIA, DR, GRAND, PRAIRIE, TX, 75052, 9728015620"
B945233,"Z, COOLING, 2406, LAKE, ROAD, ELOT, 15, BELTON, TX, 76513, 2547672221"
B945235,"GLEN, K, JANISCH, 60103, APARTADO, BAKERSFIELD, CA, 93386, 6617677447"
B945299,"L, LANTRIP, 6417, KENNEDY, CORT, WATAUGA, TEXAS, 76148, 8174351006"
B945382,"JANE, P, BULBUL, 1416, PHEASANT, LDRIVE, VENUS, TX, 76084, 9723616105"
B945419,"JOSE, W, KINDELL, 1848, W, 75TH, ST, LOS, ANGELES, CA, 90047, 8185358151"
B945431,"CONCEPCION, A, SORIANO, 110088, OFFICE, BOX, PALM, BAY, FL, 32911, 3216088087"
B945448,"JANA, G, LOPEZ, 11245, W, ATLANTIC, BLVD, E108, CORAL, SPRINGS, FL, 33071, 9542416388"
B945486,"LORENA, W, 14150, PRAIRIE, AVE, APT, 115, HAWTHORNE, CALI, 9U0250, 4247181374"
B945507,"ALLAN, D, LEE, 2703, SLEEPY, HOLLOW, RD, EQNNIS, TEXAS, 75119, 9725850161"
B945541,"MICHAEL, L, WYNN, 210, TEMPLE, LN, BELLEAIR, BLUFFS, FL, 33770, 7273504511"
B945564,"AMERICA, AGUILERA, 6460, CHARLESQTON, COURT, MILTON, FL, 32570, 8508435125"
B945599,"CYNTHIA, K, RODRIDGUEZ, 106, ROACHE, RD, FREEDOM, CALIFORNIA, 95R019, 8316711338"
B945642,"RICARDO, GINARD, 94138, POST, BOX, NORTH, LITTLE, ROCK, AR, 72190, 5016533882"
B945696,"VICTORIA, M, SANCHEZ, 7728, CALLER, VAN, NUYS, CA, 91409, 8186482751"
B945716,"BONG, S, ESCRNE, 12619, PARKWOOD, ST, HUDSOJN, FL, 34669, 7274325263"
B945745,"CONCEPCION, A, SORIANO, 720506, OFFICE, BOX, ORLANDO, FL, 32872, 4071123156"
B945789,"DAVY, M, OPUMA, 1726, W, PERDIZ, ST, TAMPA, FL, 33612, 8137720862"
B945939,"FELICITAS, W, GIBSON, 2241, CALLER, OAKDALE, CA, 95361, 2092381578"
B945956,"ASHLEY, S, GREENHALGH, 8031, ZAMOA, AVE, LOS, ANGELESD, CALI, 90001, 8183668610"
B946021,"TONI, Q, ROWDRIGUE, 10565, EL, COMAL, DR, SAN, DIEGO, CA, 92124, 6192820135"
B946023,"MARIAH, SORIAON, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 9034530868"
B946033,"JANA, C, LOPEZ, 1211, APTDO, CHINO, CA, 91708, 9095307465"
B946041,"BETHANY, M, EVELETH, 1209, DEL, TORO, DR, LADY, LAKE, FL, 32159, 3524463100"
B946050,"R, A, CRANE, 20101, SW, 91ST, AVE, CUTLERV, BAY, FLORIDA, 33189, 2398051238"
B946055,"ETHELE, L, MARBLE, 510, TIMBERLINE, DRIV, BULLARD, TEXAS, 75757, 9036644377"
B946151,"AMYE, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, EXAS, 78619, 5125203484"
B946207,"LESLIE, G, RAULERSON, 317, WINDMILL, DR, LAVON, TX, 75166, 9727853653"
B946246,"STACY, J, BISHOP, 7044, MEADOW, RDG, COQRONA, CALIFORNIA, 92880, 9097026133"
B946284,"ELLA, M, PENROSE, 17194, CANYON, OAK, LN, LATHROP, CA, 95330, 2097155476"
B946319,"JUAN, R, SCOTT, 2106, N, 13TH, ST, HARLINGEN, TX, 78550, 9562017521"
B946359,"VICKI, L, THOMAS, 1515, WEBSTEBR, ST, SAN, ANGELO, TX, 76901, 9156715882"
B946381,"TRINIDAD, L, WEEKS, 3546, CULEPPER, TER, NORTH, PORT, FL, 34286, 9412446678"
B946391,"OLAJIDE, GOLDSTON, 2160, KELPLY, STREET, HAYWARDCA, 94541, 5305203635"
B946459,"OMAR, DWAIN, WHITTLE, 6185, MAGNOLIA, AVE, 168, RIVERSIDE, CALIF92506, 9091613041"
B946512,"EDWADRO, B, CHRISTIAN, 884, CORAL, REEFWAY, PONTE, VEDRA, FL, 32082, 9048452720"
B946514,"M, PALLETT, 7505, BRIGHTEN, DR, TAMPA, FLA, 33615, 8133853635"
B946595,"CHARLEEN, T, LE, 1446, BIRCHSTONE, AVE, BRANDON, FL, 33511, 8133445773"
B946616,"RICARDO, GINARD, 45236, POST, OFFICE, BOX, SAN, DIEGO, CA, 92145, 6198100802"
B946620,"BRUCE, GASDAGLIS, 3831, CASTLE, ROCK, RD, DIAMONDBAR, CALI, 91765, 9093333164"
B946659,"JOSE, L, BARREIRO, 17194, CANYON, OA, LN, LATHROP, CA, 95330, 2097155476"
B946719,"LESLIE, E, PADGETT, 248, E, 45TH, ST, CAPE, CORAL, FL, 33904, 2394321383"
B946752,"AMRIA, WARSING, 121, ESKOTA, ST, MABANK, TX, 7556, 9034530868"
B946755,"MIMI, K, P, 15009, ALEXANDER, RD, SCOTT, AR, 72142, 5013282083"
B946771,"ATIYA, YAGUDIN, 2471, ROWNTREE, WAY, SOUT, SAN, FRANCISCO, CA, 94080, 6505648146"
B946784,"ANGEL, G, RODRIGUEZ, 380, ORLANDO, BLVD, PORT, CHALOTTE, FL, 33954, 9415317622"
B946894,"HESTER, V, CRIAG, 1690, E, FIR, AVE, APARTMNT, 212, FRESNO, CA, 93720, 5593163361"
B946936,"E, M, BARREIRO, 17194, CANYON, OAK, LN, LATHROP, CALIFORNIA, 95330, 2097155476"
B946937,"MARCELO, GUY, WILCOX, 4458, WHITE, OAK, CRCLQ, KISSIMMEE, FL, 34746, 4075628444"
B947124,"PATRCIIA, HIGINSON, 1704, WEST, 49TH, ST, A, GARDENA, CA, 90247, 4248618255"
B947134,"R, M, BRACKLE, 1250, WRIGHT, DRIV, BLOSSOM, TEXAS, 75416, 9035086126"
B947173,"MARTHA, M, RAMIREZ, 6818, DORIANA, ST, APARTMENT, 120, SAN, DIEGO, CA, 92139, 6195304588"
B947249,"M, KHIRD, 671, BUZON, UPLAND, CALIFORANIA, 91785, 9092812143"
B947283,"D, BOHWDEN, 4214, DRYECR, CIR, CORPUS, CHRSTI, TEXAS, 78416, 3611364430"
B947296,"PEDRO, V, FLORES, 9738, HELN, AV, SUNLAND, CALI, 91040, 8183151587"
B947316,"JOAQUIN, A, HOLZWARTH, JR, 1115, MAGNOLIA, MOUND, KEMP, TX, 75143, 9033151860"
B947365,"B, GUTIERREZ, 3271, S, CHAMBERLAIN, BLVD, NORTH, PORT, FL, 34286, 9414625136"
B947385,"M, HOANG, 3806, LESSER, DR, NEWBURY, PARK, CA, 91320, 8052381030"
B947386,"JAIME, J, BEJARANO, 52840, BOX, MCALLEN, TX, 78505, 9561347886"
B947393,"LARRY, ALAN, MILLER, 5214, ENCHANTED, MIST, DR, HUMBLE, TEXAS, 77346, 2813401131"
B947442,"TC, H, SEXTON, 5113, DIABLO, DRIVE, SACRAMENTO, CALIFORNIA, 95842, 9165537030"
B947462,"GARLIN, TRAINITO, 160B, WENDEL, COURT, SAN, ANDREAS, CA, 95249, 2094162850"
B947521,"ROBERTO, BRUCE, WTASON, 570, MOONEY, RD, NE, FORT, WALTON, BEACH, FL, 32547, 8505237364"
B947568,"SAUL, A, SHELTON, 3201, E, 68TH, STREET, LONG, BEACH, C, 90805, 5624624450"
B947632,"LESLIE, E, PADGETT, 15423, SW, 112, PL, MIAI, FL, 33157, 3052362313"
B947635,"AURORA, D, BOWMAN, 1586, APTDO, DEER, PARK, TX, 77536, 2812372562"
B947685,"ALFREDO, ALAN, GUNN, 4702, MARAKWOOD, DR, TEXARKANA, AR, 71854, 8701012050"
B947717,"S, F, KOBZEFF, 3087, GLORIA, TER, LAFAYETTE, CA, 94549, 9258807123"
B947747,"R, A, MELENDEZ, 20101, SW, 91ST, AVE, CUTLER, BAY, FL, 33189, 2398051238"
B947750,"MICHELLE, WILHELMSON, 446, CABERNET, PLACE, SAINT, AUGUSTINE, FL, 3208H4, 9044444161"
B947761,"HERBERT, REGALADO, 835335, POST, BOX, RICHARDSON, TEXA, 75083, 9727534417"
B947809,"JUNA, R, SCOTT, 39090, PRESIDIO, WAY, APARTMMENT, 232, FREMONT, CA, 94538, 5306100562"
B947818,"JORGE, AMEREAN, 690362, APARTADO, SAN, ANTONIO, TX, 78269, 2107467315"
B947831,"VERONICA, S, GRAY, 2016, SOMERVILLE, DR, N, LAKELAND, FL, 3381, 8631103033"
B947838,"MILIVOY, S, ROSEMON, 603, LEE, GARZA, ST, WESLACO, TX, 78596, 9568846807"
B947888,"IAN, K, YOUG, 407, PRAIRIE, CV, MARION, AR, 72364, 8704767266"
B947920,"F, MCKELVEY, 10501, POST, OFFICE, GLENDALE, CA, 91209, 8181135804"
B947936,"SANDRA, P, 14065, EX, 25TH, ST, LOS, ANGELES, CALIF, 90011, 8186556613"
B947964,"GARY, A, ORMO, 27738, RUBIDOUX, MISSIO, VIEJO, CALI, 92692, 9497887427"
B947974,"FRANCISCO, FAKHOUR, 1316, GIAHOS, AVE, MODESTO, CA, 9K5358, 2097823872"
B947989,"BRADY, T, MARES, 643, POPPYB, CIR, VACAVILLE, CALIFORNIA, 95687, 7072448761"
B948014,"CYNTHIA, T, LIEDER, 4113, THACKER, WAY, PLANT, CIHTY, FL, 33566, 9413822476"
B948117,"ELIEZER, AYALA, 2405, RANDI, RD, ROWLETT, TX, 75088, 9728240454"
B948123,"JACQUELYN, A, COROY, 36933, SILK, TREE, CT, WINCHESTER, CA, 92596, 9091045170"
B948154,"TITA, SHULTS, 165891, OFFICE, BOX, LITTLE, ROCK, ARMKANSAS, 72216, 5017004711"
B948158,"LORENA, BAKSH, 14150, PRAIRIE, AV, APT, 115, HAWTHORNE, CA, 9020, 4247181374"
B948169,"ANDRWE, D, ROBINSON, 12800, N, OVERLOOK, DR, RANCH, CUCAMONGA, CA, 91739, 9098342351"
B948250,"DORIS, MENDEZ, 59C102, RURAL, REE, DELIVERY, 1, JEWETT, TEXAS, 7P5846, 9034706465"
B948389,"SHEIAL, T, CASAS, 149, YNORTH, ACACIA, AVEN, RILTO, CALI, 92376, 9093143866"
B948449,"A, PMATA, 18329, SIERRA, DR, SONOMA, CA, 95476T, 7072812358"
B948496,"BRIAN, A, HANSON, 12433, MESQUITE, STR, OAK, HILLS, CA, 923L44, 7605774476"
B948548,"JASON, R, CHAVEZ, 13054, STAFFORDSHIRE, DR, S, JACKSONVLLE, FLA, 32225, 9045448838"
B948553,"JAQUELINE, C, CARRILLO, 130967, CALLER, CARLSBAD, CA, 9213, 7605688737"
B948609,"TAMMIE, WHITING, 2801, WILLOWC, PL, SOUTH, GATE, CALI, 90280, 3233252612"
B948709,"CHRISTINE, DICKS, 5530, OWENSMOUTH, AVE, AARTMENT, 215, WOODLAND, HILLS, CA, 91367, 8188526247"
B948721,"FELICIA, CORNELISSEN, 2049, SANA, CRUZ, AV, MENLO, PARK, CA, 94025, 6506427273"
B948725,"JUAN, P, PELAYO, 2303, KELL, ST, APT, 3, CORNING, AR, 72422, 8703615822"
B948742,"ELIEZER, AYALA, 2405, RANDI, RD, ROWLETT, TX, 75088, 9728240454"
B948755,"ANTONIO, P, SATTERWHITE, 2238, W, 7OTH, STRT, SANYTA, ANA, CA, 92703, 7144617023"
B948822,"TONY, M, KHIRD, 2550, MONTROSE, AVE, MONTROSE, CA, 91020, 8187606238"
B948833,"JUAN, R, SCOTT, 2106, N, 13TZH, ST, HARLJINGEN, TX, 78550, 9562017521"
B948857,"MARGARITA, A, OYEBAMIJI, 12950, SOUTHWEST, TH, CT, APARTMENT, H311, PEMBROKE, PINES, FL, 33027, 9547082385"
B948867,"CARMEN, C, ANGULO, 2630, APTDO, DALY, CITYJ, CALI, 94017, 6506028553"
B948947,"J, M, JONHSON, 2301, MOGAN, AVE, SACRAMENVTO, CA, 95838, 9166510642"
B948953,"MICHELLE, A, FABIAN, 3599, MENDENHALL, COURT, PLEASANTON, CA, 94588, 9257343584"
B948954,"SONIA, G, DEGUZMAN, 3837, BANDEA, RANCH, RD, ROANOKE, TX, 76262, 8175655171"
B949057,"TAMMIE, WHITING, 2801, WILLOW, PL, SOUTH, GATE, CALIF, 90280, 3233252612"
B949118,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CA, 92346, 9091766456"
B949161,"L, SCHAEFER, 1800, SANS, SOUC, BLVD, AARTMENT, 404, NBORTH, MIAMI, FLA, 33181, 3053162075"
B949201,"MARY, G, FERGUSON, 720506, POST, ORLANDO, FL, 32872, 4071401612"
B949208,"GARY, WAKENE, 1903, GRAY, SLATEE, DR, MISSOURI, CITY, TX, 77489, 2811722541"
B949209,"S, PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 3053238404"
B949233,"HOEP, Z, GARCIA, 1001, CIRCLE, DRVB, SALINAS, CA, 93905, 8313651507"
B949262,"MICHAEL, L, WYNN, 1209, EL, TORO, DRIVE, LADY, LAKE, FLA, 32159, 3524463100"
B949415,"ANTHONY, M, KHIRD, 1950, WEBOBERVILLE, RD, APARTMENT, 3136, AUSTIN, TX, 78721, 5125261460"
B949420,"ROCHELLE, DEJESUS, 5058, N, CRANBERRY, BLVD, NORTH, PORT, FL, 34286, 9414201062"
B949429,"E, D, GOMEZ, 700, S, FLORENCE, ST, C, EL, PASO, TX, 79901, 9157042322"
B949489,"SHELLIE, ZALIDVAR, 3937, NW, 29TH, LN, GAINESVILLE, FL32606, 3521741457"
B949498,"MARCELUS, V, S, 801, WESTBROOK, DR, GARLAND, TX, 75043, 9727310724"
B949504,"ELIZABETH, A, 48305, ALAN, CIR, PALM, DESERT, CA, 92260, 7603252111"
B949572,"OBEDIENCE, ALVARADO, 370, W, 6TH, ST, PERRIS, CALI, 92570, 9091430237"
B949579,"VAL, A, DELAFUENTE, 952, SAVANNA, DR, KISSIMMEE, FL, 34746, 4074148040"
B949656,"MICHELE, A, KILLION, 13316, DANBROOK, DR, WHITTIER, CA, 90602, 5622443267"
B949677,"Q, RODRIGUE, 1839, MERIDIAN, AVE, SAN, JOSE, CA, 95125, 4086664680"
B949774,"ALEJANDRA, DALDUMAYN, 1118, DENNISON, ST, LITTLE, ROCK, ARK, 72202, 5014158203"
B949775,"BLANCA, ARTENSTEIN, 2420, BECKER, ST, NEW, BRAUNFELS, TX, 78130, 8305181735"
B949804,"MIMI, K, PEAYO, 15009, ALEXANDER, ROAD, SCOTT, ARKAWNSAS, 72142, 5013282083"
B949830,"NATHANIEL, A, TOMPKINS, 1856, ZMILL, GATE, ROAD, LIVINGSTO, TX, 77351, 9367467808"
B949845,"PATRICIA, J, MCCARTHY, 6805, OLVE, TREE, WAY, CITRU, HEIGHTS, CALI, 95610, 9161732347"
B949877,"T, T, OOI, 19053, CALLER, WEST, PALM, BEACHM, FL, 33416, 5616251085"
B949887,"PAUL, G, RAYMOND, 94138, POST, BOX, NRTH, LITTLE, ROCK, AR, 72190, 5016601667"
B949902,"MARSHA, WALKER, 720, E, 1V1, PL, HIALEAH, FL, 33010, 3053355636"
B949921,"DAVID, W, JERDAN, 511, N, 1ST, ST, JARRELL, TX, 76537, 5122105307"
B949945,"TERREI, D, KELLEY, 8735, DELGANY, AGVN, APARETMENT, 211, PLAYA, DEL, REY, CA, 90293, 3101633032"
B949975,"ANNA, FISCHER, 1694, ATHERTON, WAY, SALINAS, CA, 93906, 8312787675"
B949988,"A, A, MARTNES, 245, MANHATTAN, WAY, PORTU, ORANGE, FL, 32129, 3864815735"
B950012,"CHRISTINE, M, BROWN, 14092, POLLARED, DRV, LYTLE, CREEK, CA, 92358, 9096311870"
B950028,"TESS, H, VALETNINE, 9204, BELT, DR, MULBERRY, AR, T72947, 4795138255"
B950030,"L, K, HEFFLEY, 1081, GAVILAN, DR, GREENFIELD, CA, 93927, 8311273511"
B950031,"RUBNE, F, RODRIGUE, 8013, TUSCANY, STRT, FONTANA, CALI, 92336, 9096337562"
B950047,"LARRY, GARCIA, 801, SUGARBUSH, LN, BURKBURNETT, TEXAS, 76354, 9402860407"
B950052,"V, SOGOL, 514, ELMSHAVEN, RD, SAINT, HELNA, CALI, 94574, 7078273563"
B950063,"MIGUEL, H, MADARANG, 8042, LOMAS, CT, FONTANA, CA, 92336, 9092045385"
B950123,"DAVID, M, PUMA, 1726, W, PERDIZST, TAMPA, FL, 33612, 8137720862"
B950162,"KELLY, M, DGE, 4551, KESTER, AVENU, UNIT, 5, SHERMAN, OAKS, CA, 91403, 8186371280"
B950180,"MARY, AGUILERA, 582052, APTDO, MODESTO, CA, 9558, 2092522504"
B950187,"FRANK, A, STEBBINS, 2116, CHESTNUHT, LN, PASADENAS, TEXAS, 77502, 7132164816"
B950197,"MARINA, D, STEWART, 109, TWILIGHT, BAY, DR, PANAMA, CITY, BEACH, FL, 32407, 8506816120"
B950215,"DAMIAN, P, MERRIMAN, 306, SBRANCHWOOD, DR, RIO, VISTA, CA, G94571, 7078308222"
B950218,"JOSE, M, FAIR, 6313, MARCONI, ST, HUNTINGTON, PARK, CA, 90255, 3231082706"
B950234,"GREGORY, M, CSTELINO, 4470, NW, 55TH, DR, COCONUT, CREEK, FLORIDA, 33073, 9543410078"
B950254,"DAMIAN, P, MRERIMAN, 306, BRANCHWOOD, DR, RIO, VTISTA, CA, 94571, 7078308222"
B950268,"JUAN, M, SWEANY, 103, REDGRAVE, DRVI, SEBASTIAN, FL, 32958, 7721216387"
B950344,"BARBARA, A, COOK, 1717, ORIOLE, ST, SAN, DIVEGO, CALIFORNIA, 92114, 6197763010"
B950391,"IRENE, GARY, 3127, APARTADO, MISSION, TX, 78573, 9561073748"
B950398,"W, KINDELL, 2345, MISSOURI, WAY, ELVERTDA, CALIF, 95626, 9163283070"
B950412,"VERONICA, D, TURBEVILLE, 5300, DR, MLK, JR, ST, S, ST, PETERSBURG, FL, 33705, 9413824313"
B950469,"AYM, LITTLE, 1602, ALCAZAR, PLZ, DALLAS, TX, 75211, 2144353224"
B950531,"LANH, K, HART, 709, BRIDLE, TRAIL, SAGINAW, TX, 76179, 8178527510"
B950686,"PAMELA, M, FAKHOUR, 13616, KORNBLUM, AVE, APT, 14, HAWTHORNE, CA, 9E251, 4245102826"
B950692,"MARIA, MIGENES, 8151, BANANA, AVE, FONTANA, CALI, 92335, 9096237468"
B950820,"T, A, CANAS, 1217, SONGBIRD, LN, ATLANTIC, BEACH, FL, 32233, 9048600617"
B950834,"D, E, CALIENES, 9457, PALM, TREE, DR, WINDEMERE, FL, 34786, 4078724071"
B950859,"ERIC, D, GOMEZ, 7111, RAMADA, DR, EL, PASO, TX, 79912, 9151551653"
B950878,"GERALDINE, S, ALMEIDA, 2402, SW, CHOCTAW, ST, BENTONVILLE, AR, 72712, 4797118376"
B950913,"MICHAEL, M, CORTES, 10169, POST, OFFICE, FAYYETTEVILLE, ARK, 72703, 4792485677"
B950923,"SHERRY, M, BALBUENA, 1850, NW, 1ST, WAY, POMPANO, BEACH, FL, 33060, 9547347713"
B950940,"TERRY, T, OOI, 18312, NW, 68TH, AVE, APARTMENT, A, HIALEAH, FL, 33015, 3052014431"
B950970,"RICHARD, A, LOZANO, 20649, MACON, BPKWY, ORLANDO, FL, 32833, 4072436114"
B950999,"DAYRO, DE, MARTINEZ, 10224, MANORVILLE, DR, JACKSONVILLE, FL, 32221, 9045273260"
B951017,"TERESA, H, RO, 21218, MALIBU, COLONY, SAN, ANTONIO, TEXAS, 7825Y9, 2107075454"
B951038,"BETHIA, M, MIRANDA, 3910, W, BEECHWOOD, AVENUE, APT, 13H3, FRESNO, CALIFORNIA, 93711, 5594512035"
B951068,"CARMEN, C, ANGULO, 1107, HOLLY, ST, LEVELLAND, TEXAS, 79336, 8066843307"
B951130,"J, KELLER, 8519, DVAYBREAK, COURT, HESPERIA, ALI, 92344, 7607404630"
B951233,"LIAS, NICKELBERRY, 2754, HERMOA, AVE, APT, 5, MONTROSE, CA, 91020, 8186158823"
B951318,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BLVD, APARTMENT, 913, HOUSTON, TX, 77015, 7135356505"
B951359,"T, ARIZA, 20321, WESTPOINT, DRIVE, RIVERSIDE, CA, 92507, 9091743777"
B951367,"LIVIA, F, BEASLEY, 3111, CASA, BONITA, DQRV, BONITA, CA, 91902, 6197655847"
B951388,"DAVY, B, SKELTON, 61, LAUREL, AFVE, SAN, AINSELMO, CA, 94960, 4157447625"
B951392,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMOREAVE, LOS, ANGELES, CALI, 90B006, 8181260874"
B951423,"RAY, GRIBSCHAW, 1046, GOLDEN, UCANE, DRV, WESTON, FLA, 3332U7, 9547557308"
B951468,"TERRY, T, OOI, 5300, DR, MLK, JR, ST, S, S, PETERSBURG, FLA, 33705, 9413824313"
B951491,"VONNIE, S, GRAY, 2016, SOMERVILLE, DR, N, LAKELAND, FLA, 3315, 8631103033"
B951513,"JENNIFER, K, NEALON, 2145, N, HERMOSA, STREETT, VISALIA, CALIFORNIA, 93291, 5596876205"
B951515,"MARIA, A, HARVE, 161, LAWNVIEW, CIRCULO, DANVILLE, CALI, 94526, 9253402588"
B951547,"JASON, R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FL, 34953, 7726514072"
B951580,"ESTHER, J, MELANCON, 910, S, CROWLEY, RD, CROWLEY, TX, 76036, 8173280015"
