OutRecID,FirstName,MiddleName,LastName,StreetNumber,StreetName,StreetSuffix,UnitType,UnitNumber,City,State,ZIP,MailType,MailAddr1,MailAddr2,MailCity,MailState,MailZIP,SSN,DOB
A106748,ROBERT,A.,DYRE,1082,rosetta,DR,,,DELTONA,FL,3272,PO BOX,4929,5635,DELTONA,FL,,,22/01/1901
A102102,ROB A,,DYER,1082,ROSETTA,,,,deltona,FL,32725,PO BOX,4929,5635,DELTONA,FL,32728,171084409,1901
A100837,Robert,A,Dyer,1082,Rosseta,Drv,,,DELTONA,FL,32725-XX,POBX,,,DELTONA,FL,,,
A104092,ROBERT,A,DYER,11760,95th,Ter,,,Seminole,FL,33772,,,,,,,171-08-4409,19010122
A100617,R. DYER,,DYRE,11760,95TH,TER,,,seminole,FL,33 772,,,,,,,171084409,19/01/01
A104432,Robert,A.,Dyer,,95TH,Terrace,,,SEMINOLE,Fl,33772,,,,,,,,
A100348,ROB,A,DYER,11760,95th,ter.,,,Seminole,FL,33773,,,,,,,171-08-440,1901
A103334,Robert,A.,Dyer,3585,Pumpkn,St.,,,Port Saint Lucie,FL,34953,,,,,,,171084409,1901-01-22
A106025,BOB,,DYR,358S,PUMKIN,ST,,,PORT SAINT LUCIE,FL,34953-,,,,,,,,01/22/1901
A106184,R  A  DYER,,,3585,PUMPKIN  ,St,,,"PORT,SAINT LUCIE",FL,34953,,,,,,,171-08-4409,190101
A100109,Maye,Jean,Rodriguez,3585,PUMPK1N,ST,,,PORT ST LUCIE,FL,34953,,,,,,, 171-084409,19010122
A104561,R.,A.,Dyer,   3585,Pumpkin,,,,Port St Lucie,FL,3495,,,,,,,171084409,
A105449,ROBT.,,DYER,3585,P.PUMPKIN,ST.,,,P S LUCIE,FLA,34953,,,,,,,171-08-4409,22/01/1901
A102245,Maria,,Wiseman,14638,Red Gum,ST,,,MorenoValley,CA,92555,,,,,,,187-607708,1903-08-06
A103317,M. M.,,Wisemann,14638,REDGUN,ST,,,MORENO VALLEY,CA,9255,,,,,,,187607708,19030806
A105217,María,M,WISEMAN,14638,Red Gum,St.,,,"Moreno,Valley",CA,92555a,,,,,,,,
A106225,M WISEMAN,,,14638,R. GUM,,,,Mor Valley,CA,92555,,,,,,,187-60-7708,1903
A100048,Maria,M.,Wiseman,1550,Rory,Ln,Spc,155,Simi Valley,CA,93063,PO Box,662,1375,Simi Valley,CA,93062,187-60-7708,06/08/1903
A103458,M.WISEMAN,,,155O,RORI,,#,155,SimiVly,CA,93063,"po,box",662/1375,,"Simi,Valley",CA,93602,,19030806
A105643,MariaM.,,Wiseman,155O,Rory,LN,,,SIMI VALLEY,CA,,P O BOX,662,1375,SIMI VALLEY,CA,93062,187-60-7708,
A100401,maria,,wiseman,2201,arena,bvd,APT,2206,Sacramento,CA,95834,PO BOX,12343,293357,SACRAMENTO,CA,95829,187607708,1903-08-06
A101154,M WISEMAN,,,2201,ARENA,BLVD,APT,226,SACRAMENTO,C4,95834,pobox,12343/293357,,"SACRAMENTO,",CA,9829,,03/08
A100533,Maria,M,WI5EMAN,2201,Arena,BVLD,,,SACRAMNTO,CA,9583,,,,,,,187-60-7708,19030806
A105461,MARY,,WISEMAN,2201,ARENA,BLVD,APT.,2206,SACRAMENTO,CA,95834-9,PO BOX,12343   ,293357,SACRAMENTO,CA,95829,,19030806
A106885,M. M. Wiseman,,,2210,ARENA,BLVD,APT,2206 ,"SACRAMENTO,CA",,95834,PO BOX,12343,293357,SACRAMENTO,CA,95829,187-60-7708,
A102816,KIRK,A.,CASILLAS,53,OAK HILL,DR,,,HUNTSVILLE,TX,77320,,,,,,,187609229,1909-05-05
A105822,Eva,E.,STINSON,53,OAKHIL,,,,HuntsVille ,TX,7732O,,,,,,,187-60-9229,05/05/1909
A102943,Kirke,,CASILLAS,53,OAK HILL,DR.,,,HUNTSVILLE,TX,77320,,,,,,,,19090505
A102360,KIRK,,CASILAS,53,OAK HILL,DR,,,HUNTSVILLE,TX,7732,,,,,,,187-60-9229,
A100396,K. ANGEL CASILLAS,,,53,OAKHILL,,,,Huntsville ,TX,77320,,,,,,,187-60-9229,19090505
A104485,KIRK,A,CASILLAS,6010,Antler,Dr,,,El Paso,TX,79924,PO Box,1957,27096,EL PASO,TX,79926,187-60-9229,1909-05-05
A103314,Kirk,,Casillas,601O,ANTLER,,,,EL PASO,TX,79924,"po,box",1957/27096,,"EL PASO, TX",TX,79926,187609229,05/05/1909
A104675,K.A.Casillas,,,6010,ANTLER,DR,,,"El, Paso",TX,79924,P O BOX,1957,27096,EL PASO,TX,7992,,
A106471,Kirk,Angel,Casillas,4829,Salem,Dr,,,Mesquite,TX,75150,P0 B0X,14233,852182,MESQUITE,TX,75185,187-60-9229,05/05/1909
A103169,KIRK,,CASILAS,4829,SALEM,DR.,,,MESQUITE,TX,7515,PO BOX,"14233,852182",,"MESQ.,TX",TX,75185,,19090505
A106596,K.A.CASILLAS,,,482O,SALE M,,,,MESQUITE,TX,75150-,"PO,BOX",14233/852182,,MESQUITE,TX,75185,187-60-9229,
A100165,KIRK ANGEL,,CASILLAS,4829,SALEm,Dr,,,MES QUITE,TX,75150,PO BOX,14233,852182,MESQUITE,TX,75185-1,187609229,19090505
A100863,Kirk Casillas,,,4829,Salem Dr,,,,MESQUITE,TX,,po box,14233,852182,"MESQUITE,TX",TX,75185,187-60-9229,19/09/05
A104958,MARIA,M,CASILLAS,108,GREEN WILLOW,LN,,,SEARCY,AR,72143,,,,,,,187-60-7708,19030806
A105390,Maria,,CASILAS,108,GREENWILLO,,,,"Searcy,",AR,72143,,,,,,,187607708,06/08/1903
A104546,MICHAEL,,LOPES,108 ,G WILLOW,LN,,,SEARCY,ARK,72143,,,,,,,,
A103526,Mary,,CASILLAS,108,GREEN WILLOW,LN,,,Seracy,AR,7214,,,,,,,,1903
A104915,KIRK,,CASILLAS,108,GREEN WILLOW,,,,SEARCY,AR,72143,,,,,,,187-60-9229,19090505
A102792,K. A. CASILLAS,,,108,GREEN WILLOW,LN.,,,SEARCY,A.R.,72143,,,,,,,187609229,
A106602,KIRKE,ANGEL,CASILAS,108,GRN WILLOW,LN,,,SEARCY,AR,72143-2,,,,,,,,19090505
A100942,K-A CASILLAS,,,180,GREEN WILLOW,LN,,,"SEARCY,AR",,72143,,,,,,,187-60-9229,05/05/1909
A101811,KIRK,,CASILLAS,108,GRN WILLOW,LN,,,SERCY,AR,72143,,,,,,,187-60-9229,1909
A106511,ROBERT,FAYE,LAXTON,108,Green Willow,Ln,,,Searcy,AR,72143,,,,,,,,19090505
A103515,MARIA,M.,CASILLAS,4021,HURICANE SHORES,DR,,,BENTON,AR,72019,PO BOX,18269,296,BENTON,AR,72018,187-60-7708,1903-08-06
A105067,M. CASILLAS,,,4021,HURRICANE SHORES,,,,"BENTON,AR",,72019,"po,box",18269/296,,BENTON,AR,72018,,19030806
A101111,D. Worth,,,4021,HURRICANE SHORE,DR,,,BENTON,AR,72019,PO BX, 18269 ,296,BENTON,AR,70218,187607708,03/08
A104757,KIRK,ANGEL,CASILLAS,4021,HURRICANE SHORES,DR,,,BENTON,AR,72019,PO BOX,18269,296,BENTON,AR,72018,187-60-9229,19090505
A104057,K. CASILLAS,,,402I,HURRICAN SHORES,DR.,,,"Benton,",AR,70219,P0 B0X,18269,296,BENTON,AR,72018,187-60-9229,
A104161,KIRKE,ANGEL,CASILAS,4021,HURRICAN SHOR,,,,BENTON,AR,7201,PO BOX,"18269,296",,"BENTON,AR",,72018,,1909-05-05
A104781,K.A.CASILLAS,,,4021,HURRICANE SHORES,DC,,,BENTON,ARK,72019,PO BOX,18269,296,BENTON,AR,72018,187609229,19090505
A102925,KIRK,,CASILLAS,4021,HURRICANE SHORES,DR,,,benton,ar,72019,,,,,,,187-60-9229,05/05/1909
A102658,KIRK,A.,CASILLAS,2240,OLD MILL,DR,,,DELTONA,FL,32725,,,,,,,187-60-9229,19090505
A101491,B. VERBENA,,VERBENA,224O,OL MILL,DR.,,,Deltona,FL,32725,,,,,,,,05/05/1909
A105741,K.A.CASILLAS,,,2240,OLD MILL,,,,DELTONA,FLA,32725,,,,,,,187609229,
A101602,kirk,Angel,CASILAS,85157,Lil william,Rd,,,Fernandina Bch,FL,32034,,,,,,,187609229,1909-05-05
A105191,KIRK,A.,cassilas,85157,LIL WILLIAM,R D,,,FERNANDINA    BEACH,FL,32034-,,,,,,,187-60-922,19090505
A106836,Kirck ,,CASILLAS.,85 157,LilWillm,RD,,,FERNADINA BEACH,F1,3203A,,,,,,,,1909/05/05
A105813,K. CASILLAS,,,85157,LIL WILLIAM,,,,"Fernandina,Beach",FL,,,,,,,,187609229,
A101884,KIRK,A,CASILLAS,1711,Western,RD,,,S Daytona,FL,32119,,,,,,,187-60-9229,05-05-1909
A101079,JACUELINE,V,NAECKER,01711,WESTERN RD,,,,SouthDaytona,Fl,3211g,,,,,,,187-60-922,19090505
A100994,JOSE,,MENDOZA,1711,WESTERN,RD,,,"South,Daytona",FL,32119-,,,,,,,,1909-05-05
A100670,K. CASILLAS,,,1711,WESTRN,RD,,,SOUTH DAYTONA,FL,32119,,,,,,,187609229,
A104440,KIRK ,A N G E L,CAS ILLAS,1711 ,WESTERN,ROAD,,,South Daytona,FL,32119,,,,,,,187609229,19090505
A100519,MARIA,,MURILO,14978,ORO GRANDE,St,,,SYLMR,CA,91342,POBX,7709,292663,Slymar,CA,91342,195-05-5156,1933/11/30
A100393,John,,BROWN,14978 ,OroGrande,ST,,,SYLMAR,C A,9134Z,P.O. BOX,07709,292663,SYLMAR,CA,91342-,195-05-5165,19331130
A103535,M. Murillo,,,14978,ORO GRANDE,,,,Sylmar,CA,91342,P0 BOX,7709,292663,Sylmar,CA,91342,195055156,
A107158,MARIA,,MURILL0,1498,ORO GRANDE ST,,,,"Syl,Mar",CA,,PO  BOX,,292663,Sylmar,,,,1933-11-30
A100965,Maria ,,Murillo,14978,OrO Grande,St.,,,SYLMAR,CA,91342,P.O BOX,7709,,,,,195055156,19331130
A100902,MARiA,,MURILLO,27875,camp plenty,Rd.,,,CANYON COUNTRY,CA,91351,,,,,,,195 05 5156,1933-11-30
A101376,Maria Murillo,,,27875,CAMP PLENTY RD,,,,"CanYon,Country",CA,91351,,,,,,,,19331130
A100764,M. MURILLO,,,27875,CAMP PLNTY,RD,,,CANYON COUNTRY,CA,9135I,,,,,,,195-05-5156,
A106677,MARIA,,MURILLO,2787.5,CAMP PLNTY,RD,,,CANYN CNTRY,CA,91351,,,,,,,195055156,1933/11/30
A102605,MariA,,Murillo, 27875 ,Campplein,Rd,,,CanyonCountry,CA,93151,,,,,,,195-05-5156,19331130
A103517,Sam,M.,Justin,3649,PLYMOUTH DR,,,,N HIGHLANDS,CA,95660,,,,,,,195-05-6776,1942/12/07
A100601,CHARLS,J.,DYER,364 9,PLYMOUTH,DR.,,,"NORTH,HIGHLANDS",CA,95660,,,,,,,195 05 6776,19421207
A103035,Charles D.,,,3649,PLYMOUTH,DR,,,NORTH HIGHLANDS,CA,9566o,,,,,,,,12-07-1942
A104848,C.DYER,,,3649,PLYMTH,DR,,,North Highlands,CA,95660,,,,,,,195056776,
A103181,JOZÉ,,REYS,3649 ,PLYMOUTH,DR,,,NORTH HIGHLANDS, CA,95660-,,,,,,,195-05-6776,19421207
A100487,LILIAH,,DIAZ,1862 1,LAURA LN,,,,ADELNTO,CA,92301,,,,,,,195-05-6776,1942-12-07
A101880,Charles,,DEYER,18621,Laura,LN,,,adelanto,CA,9230I,,,,,,,195-05-6776,
A100268,C. DYER,,, 18621,LAURA,LN,,,ADELANTO,CA,92301,,,,,,,195056776,1942/12/07
A107132,Mar ia,,DYER,3516,LUCILLE AVE,,,,MCALLEN,TX,78503,,,,,,,195-05-5156,1933/11/30
A103395,Maria,,Dyer,3516,lucillE,Ave.,,,MCALLEN,Tx,78503-,,,,,,,195055156,19331130
A101485,Carl ,,Estrada,03516,LUCILLE,AVE,,,MCALLEN,TX,785O3,,,,,,,,1933-11-30
A100559,MARIA,,DYER,3516 ,LUCIL,AVE,,,M CALLEN,TX,78503,,,,,,,195-05-5156,
A100870,CHARLES,,DYER,3516,LU SILLE,AVE,,,MCALLEN,TX,78503,,,,,,,195-05-6776,12-07-1942
A106329,C.Dyer,,,3516,LUCILLE,AVE,,,"MCALLEN,TX",,78503,,,,,,,195 05 6776,19421207
A103183,CHARLES J,,DYER,03516,LUCILLE AVE,,,,MCALLEN,TX,78503-,,,,,,,195-05-6776,
A105617,Charles,J.,Dyer,3516,LUCILE,AVE,,,McAllen,TX,78503,,,,,,,195056776,1942/12/07
A104431,MARIA,,DYER,3609,Tierra Real,DR,,,ELPASO,TX,79938,P 0 BOX,1957,27096,EL PASO,TX,79926,195-05-5156,19331130
A105324,M.Dyer,,,03609,TIERRA REAL,DR ,,,"EL PASO,TX",,79938,PO BOX,1957,27096,,,79926-,195055156,
A103677,Mary,,favareto,3609 ,TIERRA REAL DR,,,,EL PASO,TX,79938,POBOX,1957, 27096 ,El Paso,TX,79926,195-05-5156,1933-11-30
A101265,Maria,,DYER,3609,TIRRA REAL,DR,,,EL PASO,TX,7993A,P0 BOX,,27096,EL PASO,,79926,195-05-5156,19331130
A103156,M.DYER,,,3609,TIERRA REAL,DR,,,EL PASO,TX,79938,POBOX,1957,27096,El paso,TX,79926,,19331130
A102857,MARIA DYER,,, 3609 ,Tierra-Real,Drive,,,EL PASO,TX,,PO BOX, 1957 ,27096,"El Paso,TX",,79926,195-05-5156,1933/11/30
A104552,CHARLES,,DYER,3609,TIERRA REAL,DR,,,EL PASO,TX,79938,POBX,1957,27096,EL PASO,TX,79926,195-05-6776,1942-12-07
A104277,C Dyer,,,03609,TIERRA REAL,DR,,,ELPA SO,TX,79938,PO BOX,1957,27096,"EL PASO,TX",,79926-,195 05 6776,
A106398,Charles,J.,DYER ,3609,TIERRA R1AL,Drive,,,EL PASO,TX,79938,P0 BOX,1957, 27096 ,,TX,79926,195056776,19421207
A104063,MARIA,,DYER,7022 ,GLENDORA,AV,,,S.ANTONIO,TX,78218,,,,,,,195-05-5156,19331130
A103859,Claudio,,Garca,7022,GLENDORA AVE,,,,SAN ANTON IO,TX,7821B,,,,,,,195-05-5156,1933/11/30
A100598,Maria,,DYER,7022,GLNDORA,AVE,,,SAN ANTONIO,TX,78218-,,,,,,,195055156,
A103915,MARIA DYER,,, 7022 ,GLENDORA,AVE.,,,SANANTONIO,TX,78218,,,,,,,195-05-5156,1933-11-30
A107123,CHARLES,J.,DYER,7022,GLENDORA AVE,,,,SAN ANTONIO,TX,78218,,,,,,,195-05-6776,1942/12/07
A100427,C.Dyer,,, 7022 ,GLNDORA,AVE,,,SAN ANTONIO,TX,78218-,,,,,,,195056776,19421207
A100338,W.,,GRAHAM,7022,GLENDORA,AV,,,"SAN,ANTONIO",TX,7821B,,,,,,,195-05-6776,
A106374,Martha,,ANGUERRA,2115, ALMIRA ,ST,,,jacksonville,FL,32211,,,,,,,066 62 5608,1982-06-13
A106240,MARHTA,,Anguera,2115,ALMIRA,St.,,,JACKSONVILLE,FL,3221,,,,,,,066625608,198206
A100344,M. ,,A N G U E R A, 2 1 1 5 ,almira,,,,"J,ACKSONVILLE",FL,,,,,,,,,
A101104,Martha,,Anguera,708,FIELDSTONE,av,,,PORT ORANGE,FL,32129,,,,,,,066-62-5608,06/13/1982
A101336,M.,,ANGUERA,0708,FIeLDStOne,AVE,,,"Port,Orange",FL,32129-0000,,,,,,,06662 5608,19820613
A102891,MARTHA,,ANGUREA,708,FILDSTONE,Ave.,,,PORT ORAN GE,FL,3212Q,,,,,,,066/62/5608,
A104722,Marta,,Anguero,708,FIELDSTONE,,,,PT ORANGE,FLA,32129,,,,,,,,1982
A102289,MARTHA,,ANGUERA,1O00,CONSTITUTlON,DR.,APT,8,HOMESTEAD,FL,33034,,,,,,,066625608,13-06-82
A101595,CECILIA,E,HERNANDEZ,1000,Constitut1on,Dr,apt,h,Homestead,FL,033034,,,,,,,066-62-560,198206
A106656,M.,,Anguera,1000,CONSTITUTION,DR,APT,,HOMESTEAD,FL,33034,,,,,,,066-62-****,
A101150,Martha,,Anguera,10-00, Consti Tiution,DR,,H,HOMESTEAD,FL,3303,,,,,,,066 62 5608,1982
A105611,Marthah,,ANGUERA,1000,CONSTUTION,DR.,APT,H,HOMESTAD,FL,33034a,,,,,,,066625608,
A101802,Marha,,Angurea,1000,CONSTITUTION,,,H,Home Stead,Fl,,,,,,,,,
A104841,DANNIS,,HERNANDEZ,707, HOLLAND,DR,,,DENI50N,TX,75020,"po,bo",7525, 1864,DENISON,TX,75021,066-64-1444,1973-05-04
A101259,Henry W.,,Watson,707,Holland,DR.,,,DENISON,TX,7502,PO BOX,7525,1864,Denison,TX,75021-0001,066-64-144,19730504
A100685,H.,,WATSON,8707,Hlland,DR,,,Denison,Tx,,POB,7525,,Denison,TX,75021,066-64-****,1973
A105975,henrey,wesly,watson,707,Holland,Drive,,,DENISON,TX,75020,P O BOX,7525,186A,DENISON,TX,7502I,066641444,197305
A104916,jarrod,,Mesnard,707,HOLAND,Dr,,,DENISON,TX,75020,PO Box,7525,1864,DENISON,TX,,,
A100830,H.W.,,Watson,0707,HOLLAND,Dr,,,Denison,TX,75020,P0BOX,,1864,Denison,TX,75021,066 64 1444,1973/05/04
A104017,THOMAS,,HERNANDEZ,11367, CARISSA ,DR,,,dallas,TX,75218,PO Box,4968, 810892,DALLAS,TX,75381,066 64 1444,1973-05-04
A100141,H.,,WATSON,11367,CARISSA,,,,Dallas,TX,75218-1234,POBOX,4968,,Dallas,TX,75381,066-64-144,197305
A102995,Henry Wesley,,Watson,1l367,Carrissa,Drive,,,DALLAS,TX,75218,PO BOX,496B,810892,Dallas,Tx,,,1973
A104575,J POLANCO,,,11367,CARISA,DR,,,Dallas,Texas,75218,P O BOX,,810892,DAL.LAS,TX,75381,066641444,
A101334,THOMAS,,HERNANDEZ,11367,CARISSA,Dr,,,DALAS,TX,75218,PO BOX,4968,810892,Dallas,TX,75381A,,19730504
A105404,Henry,WESLY,WATSON,11367, CARISSA,DR.,,,Dallas,TX,75218,PO BOX,4968,810892,Dallas,TX,7538,066-64-1444,197305
A104894,HENRY,WESLEY,WATSON,4455,SUN BURY,Dr,,,BEAUMONT,TX,77707,PO BOX,70069,761,Beaumont,TX,77704,066-64-1444,05/04/1973
A101209,Henry,W.,Watson,4455,Sunbury,DR,,,Beaum0nt,TX,7770O,PoBox,70069,,BEAUMONT,TX,77704,066641444,19730504
A106650,H.,,Watson,04455,SUNBERRY,DR.,,,BEAUMONT,TX,77707,PO.BOX,,761,Beaumont,tx,77704,066-64-144,1973-05
A106224,Henery,,WATSON,4455,SUNBURY,DR,,,BEAUMONT,TX,77707,P O BOX,70069,761,BEAUMONT,TX,777O4,,1973
A100093,H.W.,,Watson,4455,sunbury,,,,Beaumont,TX,77707,,70069,761,Beaumont,TX,77704,066 64 1444,
A104393,Martha,,Watson,713,ROSSER,St,,,FORREST CITY,AR,72335,P.O. BOX,51247,2647,FORREST CITY,AR,72336,066-62-5608,1982-06-13
A106004,M.,,WATSON,0713,ROSSER,ST,,,Forrest City,AR,72335,POBOX,51247,,"Forrest,City",AR,72336,066-62-56,198206
A103956,Martah,,Watson,713,ROSSER,St.,,,FORREST.CITY,AR,7233,po box,,2647,FORREST CITY,AR,,,
A106973,Martha,E.,WATSO N,713,ROSSER,ST,,,FORRST CITY,AR,72335,PO BOX,51247,2647,FORREST CITY,AR,72336A,066625608,
A104034,HENRY,WESLEY,WATSON,713,ROSSER,ST,,,Forrest City,AR,72335,PO BX,51247,2647,FORREST CITY,AR,72336,066-64-1444,1973/05/04
A107063,Henry,,Watson,713,ROSSER,St,,,"FORREST,CITY",AR,72335-0000,PO BOX,51247,2647,Forrest City,AR,72336,066-64-144,19730504
A104109,H.,,Watson,0713,ROSSER,,,,Forrest City,Ar,,POBOx,,2647,Forrest City,AR,72336,066 64 1444,1973
A100667,Henery,WESLEY,WATSON,713,ROSER,ST,,,Forrest City,AR,72335,PO-BOX,51247,2647,FORRESTCITY,AR,,066641444,
A103588,H.W.,,WATSON,713,ROSSER,St.,,,F0rrest City,AR,72335,PO BOX,51247,2647,FORREST CITY,AR,72336,,197305
A104360,MARTHA,,WATSON,1030,MCHENTRY,ST,,,Malvern,AR,72104,,,,,,,066-62-5608,19820613
A106057,M.,,Watson,1030,MCHENTRY,,,,MALVERN,AR,72104,,,,,,,066625608,1982/06/13
A106033,Martha,,Watsoon,01030,MC HENTRY,St.,,,MALVERN,AR,,,,,,,,,
A101823,Marhta,,WATSON,1030,MCHENTRY,ST,,,Malvern,Ark,72104,,,,,,,,198206
A104858,ALICIA,HALL,REYEs,1030,MCHENTRY,St,,,Malvern,AR,7210A,,,,,,,066-62-560,1982
A100777,HENRY,WESLEY,WATSON,1030,MCHENTRY,ST,,,malvern,ar,72104,,,,,,,066-64-1444,19730504
A104715,H.,,Watson,1030,MC HENTRY,,,,MALVERN,AR,72104,,,,,,,066-64-14,1973/05/04
A105881,Henry,WESLY,Watson,01030,MCHENTRY,St,,,Malvern,AR,72104,,,,,,,066 64 1444,1973-05-04
A107248,HENRY,WESLEY,WATSON,1030,MCHENTRY,ST,,,Malvern,AR,,,,,,,,,197305
A102918,H.W.,,WATSON,1030,MCHENTRY,St.,,,MALRN,AR,72104,,,,,,,066641444,
A100296,MARTHA,WATSON,ANGUERA,25,MANZANITA,AV,,,DALY CITY,CA,94015,PO BOX,21783,2630,DALY CITY,CA,94017,066-62-5608,19820613
A103061,marha watson,,ANGUERA,025,MANZANITA,Ave.,,,DALYCITY,CA,9401E,PO. BOX,21783,,DALY CITY,CA,94017-0020,,
A105123,M.W.,,Aguera,25,MANZANITA,AVE,,,"Daly,City",Ca,94015,P0 BOX,,2630,DALY CITY,CA,94017,066 62 5608,1982/06
A103286,MARTHA,WATSON,ANGUERA,1362,HUGHES,AVE,#,57,FRESNO,CA,93728,PO BOX,5502,5991,FRESNO,CA,93755,066-62-5608,19820613
A101553,M.,,Aguera,1362,HUG HES,Ave.,#,57,Fresno,ca,93728,POBOX,,5991,FRESNO,CA,93755,066625608,198206
A100949,MARTHA W.,,ANGUERA,1362,HUHES,AVE,unit,057,FRESNO,CA,9372,P O BOX,5502,,FRESNO,CA,,,
A106481,henry,w,WATSON,1802,Don Quixote,Circle,,,jacksonville,FL,32250,P O BOX,4285,,JACKSONVILLE,FL,3224Z,066641444,1973-05-04
A106568,HENRY,,WATSON,180 2,DON QUIXO TE,CIR,,,JACKSONVILLE,FL,32250,PO BOX,4285,5314,JACKSONVILLE,,,,19730504
A106156,H.W.,,Watson,1802,Don Quixote,CIR,,,Jax,FL,32250,pobox,,5314,JACKSONVILLE,fl,32247,066-64-1444,
A102418,Henry Wesley,,WATSON,1802,D. Qixote,CR,,,Jacksnville,FL,32250,POB,4285,5314,JACKSONVILLE,FL,32247,066-64-144,1973
A104896,Henry,WESLY,watson,2705,HOUSTN,PL,,,Leesburg,FL,34748,P O Box,42097,230,LeeSburg,fl,34748-,066-64-1444,19730504
A100742,H.,,WATSON,2705,Houston Pl,,,,Leesburg,FL,3474B,POB.,42097,230,,FL,34748,,19730504
A103152,Henrey,,Watso n,2705,HOUSTON,PL,,,Leesburg,FL,34748,,42097,,Leesb.urg,FL,34748,066641444,
A100448,Henry W.,,WATSON,2705,Houston,Pl,,,leesburg,FL,34748,PO BOX,42097,23O,Leesburg,FL,34748,066-44-6414,1973-05-04
A104578,MARTHA,,SAL gado,1311,Francis,St.,,,Fort Worth,TX,76164,,,,,,,091619405,19710627
A103070,Martha,,SALGADO,311,Francs,STREET,,,"FORT,WORTH",TX,7616,,,,,,,,
A107148,M. Salgado,,SALGADO,1311,Francis,ST,,,Ft Worth,TX,76164,,,,,,,091-61-9405,1971-06-27
A104439,MAR THA,,SALGADO,5934,Latiner,DR,,,Huston,TX,77035,PO BOX,4857,280034,HOUSTON,TX,77228,,
A100775,Marta,,Salgado,5934,LATTINER,Drive,,,Houston,TX,77035-,P0 BOX,4857,280034,houston,TX,77228,091-61-9405,1971-06-27
A103814,M. S.,,SALGADO,5934,Lattner,DR,,,HOUSTON,TX,77035,POBX,,280034,HOUSTON,TX,77228,091619405,
A102898,Martha,,SALGADO,413,Beverly,DR,,,Richardson,Tx,75080,PO BOX,5178,835335,Richardson,TX,75083,,19710627
A102410,m.salgado,,SALGADO,413,beverley,DR,,,RICHARDSON,TX,75080,PBOx,5178,835335,RICHARDSON,TX,75083 ,091-61-9405,1971-6-27
A101510,Martha,,SAL GADO,431,BEVERLY,DR.,,,richardson,TX,75080,POBX,,835335,richardson,TX,75083,091619405,
A100561,Martah,,Salgado,413,BEVERLY,DR,,,"Richardson,",TX,75800,PO BOX,5178,83533S,Richardson,TX,75083,091-61-9405,19710627
A100255,GEORGIA,THOMAS,GUNDERSON,413,Brverly,DRV,,,Richrdson,TX,75080,PO Box,5178,835335,Richardson,,75083,,1971
A100867,Richard,,ANGUERA,6031,Glenwood Dr,,,,Huntington Beach,CA,92647,,,,,,,091-63-4155,19670820
A100094,RICHRD,,ANGUERA,6031,GLENWOOD,DR,,,HUNTNGTON BEACH,CA,9264z,,,,,,,091634155,1967-08-20
A104248,R.,,Anguera,0631,Glenwd,DR,,,H.Beach,CA,92647,,,,,,,,
A101581,Richard,,ANGUERA,6031,Glenwood,DRIVE,,,HUNTINGTON BEACH,CA,92647,,,,,,,,1967
A103947,Richd,,ANGUERA,603 1,GLENWOOD,Dr,,,HTN BEACH,CA,92647,,,,,,92647,091-63-4155,19670820
A102774,R. Anguera,,ANGUERA,6031,GLENWOOD,Dr.,,,Huntington Bch,CA,92647,,,,,,,09163 4155,19670820
A104801,RICHARD,,ANGUERA,690,LOS ANGELES,AVE,APT,296,SIMI VALLEY,CA,93065,P.O.BOX,662,1375,Simi Valley,CA,93062,091-63-4155,19670820
A101370,R. Anguera,,ANGUERA,690,LA,Ave.,,296,"SIMI,VALLEY",CA,93065,POBOX,0662,1375,Simi Valley,,93062,,1967-08-20
A106510,Richard,,ANG UERA,690,LOS ANGELES,AV,,296,SimiValley,CA,93065,POB,662,,Simi Valley,CA,9306S,091-63-4155,
A100002,Richrd,,Aguera,690 ,LOSANGELES,AVE.,#,296,"Simi Valley,",CA,93065,PO BOX,662,1375,Simi Valley,CA,,091634155,19670820
A102585,KENNETH,,TOHMAS,690,LOS ANGELES,AVE,,,Simi Valley,CA,93065,PO BOX,,,,CA,93062,091-63-4155,1967
A102570,R. A.,,ANGUERA,690,LOS ANGELES,AVE,#,296,SIMI VALLEY,CA,93065,POB,662,1375,,CA,93062,,
A104223,Richard,,ANGUERA,229,Via De Amo,,,,Fallbrook,CA,92028,PO BOX,43938,1852,Fallbrook,CA,92088,091-63-4155,19670820
A101830,r. anguera,,ANGUERA,229,via D amo,,,,"FALL,BROOK",CA,92028,P0 BOX,43938,1852,FALLBROOK,CA,92088,,19670820
A100822,R.,,Anguera,229,Via De Amo,,,,Fallbrook,CA,9202B,PO BX,43938,,Fallbrook,CA,92088,091-63-4155,
A100010,Richd,,anguera,2291,VIA DE AMO,,,,fallbrook,CA,92028,PO BOX,43938,1852,FALLBROOK,CA,,091634155,1967-08-20
A103285,RICHARD,,ANGUERA,229,VIA D AMO,,,,FALLBROOK,CA,92028,POBX,,1852,,CA,92088,,
A106521,Richard A.,,ANGUERA,229,Via De Amo,,,,FALLBROOK,CA,92028,PO BOX,43938,1852 ,FALLBROOK,CA,92088,091-63-4155,1967
A104454,MARTHA,,ANGUERA,2249,HENEY,LN,,,VALLEY SPRINGS,CA,95252,PO BX,41886,53,Valley Springs,CA,9525 2,091619405,19710627
A107005,BEVERLY,,LOPEZ,2249,Heney,,,,VALLEY SPRINGS,CA,95252,,41886,53,,,,,
