refID1,tokens1,refID2,tokens2,truth
A948425,"HYUN, S, SHARP, 1314, BOLERO, AVE, SALINAS, CALIFORNIA, 93906, 026342984",A972595,"HYUN, S, SHARP, 296, JEFFERSON, ST, LEMON, GROVE, CA, 91945, 23642984",1
A948425,"HYUN, S, SHARP, 1314, BOLERO, AVE, SALINAS, CALIFORNIA, 93906, 026342984",B949975,"ANNA, FISCHER, 1694, ATHERTON, WAY, SALINAS, CALIFORNIA, 93906, 8312787675",0
A948425,"HYUN, S, SHARP, 1314, BOLERO, AVE, SALINAS, CALIFORNIA, 93906, 026342984",B959210,"PHILLIP, D, WOOTEN, 1521, OYSTER, BAY, STT, SALINAS, CALIFORNIA, 93906, 8313437864",0
A948801,"RAFAEL, AVALOS, 8942, DAHLIA, DR, ORONA, CALIFORNIA, 92883",A958456,"RAFAEL, AVALOS, 1060, GLENN, HOLY, WAY, SACRAMENTO, CA, 95822, APTDO, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829",1
A948801,"RAFAEL, AVALOS, 8942, DAHLIA, DR, ORONA, CALIFORNIA, 92883",A995709,"RAFAEL, AVALOS, 6739, 2ND, AVENUE, CIR, W, BRADENTON, FLA, 34209, 023872968, 1915",1
A948801,"RAFAEL, AVALOS, 8942, DAHLIA, DR, ORONA, CALIFORNIA, 92883",B964180,"RAFAEL, AVALOS, 2121, FOOTHILL, BOULEVARD, APT, 11E, LA, VERNE, CALIFORNIA, 91750X, 9092324047",1
A948913,"RENE, A, CRANE, 680, WOODDELL, DR, SAFETY, HARBOR, FLORIDA, 34695, 21893102",B925883,"AMY, P, LENNONSMITH, 3432, SR, 580, LOT, 133, SAFETY, HARBOR, FLORIDA, 34695, 7272312173",0
A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",0
A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",0
A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",A977550,"JORGE, M, EMERT, 2115, FORELAND, DR, HOUSTON, TEXAS, 77077, POST, OFFICE, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21920177",0
A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",A998330,"ALICIA, PERALTA, 7051, HENDONQ, LN, HOUSTON, TEXAS, 77077, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25288749, 40436",0
A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",B959256,"JUAN, P, PELAYO, 280034, POST, OFFICE, BOX, HOUSTON, TEXAS, 77228, 7136283745",0
A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",B983830,"JENNIFER, G, HODGES, 280034, BUZON, HOUSTON, TEXAS, 77228, 7137535400",0
A949684,"MICHELE, A, KILLION, 32, SLOCUM, PAT, PALM, COAST, FL, 32164, 204677081, 1940",B949656,"MICHELE, A, KILLION, 13316, DANBROOK, DR, WHITTIER, CA, 90602, 5622443267",1
A950427,"LORI, M, WILMERDING, 106, MORMON, ST, APT, A, FOLSOM, CA, 95630, 27136370, 19381228",A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",1
A950427,"LORI, M, WILMERDING, 106, MORMON, ST, APT, A, FOLSOM, CA, 95630, 27136370, 19381228",A973949,"LORI, M, WILMERDING, 4860, ROLANDO, COURT, UNIT, 28, SAN, DIEGO, CALIF, 92115, PO, BOX, 45236, APTDO, SAN, DIEGO, O, CALI, 92145, 27316307, 1938",1
A951473,"SONIA, G, DEGUZMAN, 13840, KENDALE, LAKES, DR, MIAMI, FL, 33183, 24279712",B925746,"SONIA, G, DEGUZMAN, 3390, LAKE, BUFFUM, RD, E, FORT, MEADEH, FLA, 33841, 8634068077",1
A951473,"SONIA, G, DEGUZMAN, 13840, KENDALE, LAKES, DR, MIAMI, FL, 33183, 24279712",B977526,"SONIA, A, CONTRERAS, 3549, NW, 39TH, AVEN, LAUDERDALE, LAKES, LA, 33309, 9543488347",0
A951561,"JOHN, B, MELTON, 558, WEST, PHILADELPHIA, STR, ONTARIO, CALIFORNIA, 91762, 24141223",B917145,"JOHN, B, MELTON, 10501, APTDO, GLENDALE, CALIF, 91209, 8188338443",1
A951561,"JOHN, B, MELTON, 558, WEST, PHILADELPHIA, STR, ONTARIO, CALIFORNIA, 91762, 24141223",B957778,"CYNTHIA, G, ROGERS, 482, CALLER, ONTARIO, CALI, 91762, 9098471483",0
A952226,"ALBERTO, MALKIEWICZ, 936, MCINTOSH, ST, WEST, PALM, BEACH, FL, 33405, PO, BOX, 19053, APARTADO, WEST, PALM, BEACH, FL, 33416, 27111743",B935562,"DAVY, Q, ANDRADE, 19053, POST, OFFICE, BOX, WEST, PALM, BEACH, FLA, 33416, 5616061736",0
A952226,"ALBERTO, MALKIEWICZ, 936, MCINTOSH, ST, WEST, PALM, BEACH, FL, 33405, PO, BOX, 19053, APARTADO, WEST, PALM, BEACH, FL, 33416, 27111743",B949877,"T, T, OOI, 19053, CALLER, WEST, PALM, BEACH, FL, 33416, 5616251085",0
A952226,"ALBERTO, MALKIEWICZ, 936, MCINTOSH, ST, WEST, PALM, BEACH, FL, 33405, PO, BOX, 19053, APARTADO, WEST, PALM, BEACH, FL, 33416, 27111743",B963773,"GLADYS, RODRIGUEZ, 19053, POST, OFFICE, BOX, WEST, PALM, BEACH, FL, 33416, 5616453700",0
A952544,"DENISE, S, MELCHOR, 1553, ALICE, STT, APT, 207, OAKLAND, CLIFORNIA, 94612, BOX, 18616, CALLER, OAKLAND, CALIF, 94619, 024708795",A957644,"ANASTASIA, S, HANNA, 933, D, STR, OAKLAND, CA, 94603, POST, OFFICE, BOX, 18616, OAKLAND, CA, 94619, 026674876",0
A952544,"DENISE, S, MELCHOR, 1553, ALICE, STT, APT, 207, OAKLAND, CLIFORNIA, 94612, BOX, 18616, CALLER, OAKLAND, CALIF, 94619, 024708795",A959251,"M, G, PADILLA, 3424, 66TH, AVE, OAKLAND, CALIF, 94603, PO, BOX, 18616, OAKLAND, CA, 94619, 29301224, 11912",0
A952544,"DENISE, S, MELCHOR, 1553, ALICE, STT, APT, 207, OAKLAND, CLIFORNIA, 94612, BOX, 18616, CALLER, OAKLAND, CALIF, 94619, 024708795",B951887,"MICHAEL, E, HUGGINS, 18616, CALLER, OAKLAND, CALIF, 94619, 5307541021",0
A952652,"DZOVINAR, C, EDEN, 6406, GARLINGHOUSE, LANE, DALLAS, TX, 75252, PO, BOX, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 26373745",A971634,"JOSE, M, GONZALEZ, 2828, LONESOME, DOVE, LANE, DALLAS, TX, 75237, PO, BOX, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 26331185",0
A952652,"DZOVINAR, C, EDEN, 6406, GARLINGHOUSE, LANE, DALLAS, TX, 75252, PO, BOX, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 26373745",B957361,"LARRY, GARCIA, 810892, APARTADO, DALLAS, TEXAS, 75381, 2141032513",0
A952652,"DZOVINAR, C, EDEN, 6406, GARLINGHOUSE, LANE, DALLAS, TX, 75252, PO, BOX, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 26373745",B974422,"MILDRED, C, SALAZAR, 810892, APARTADO, DALLAS, TKX, 75381, 2141683114",0
A953523,"MILIVOY, S, ROSEMON, 222, DANA, DR, ROWLETT, TEXAS, 7088, 25406930",B962239,"MILIVOY, S, ROSEMON, 1793, BOX, LA, MARQUE, TX, 77568, 4091874683",1
A954764,"M, G, FERGUSON, 9613, WYDELLA, ST, RIVERVIEW, FLA, 33569, 025921646",B899921,"AERLIS, S, A, 13005, CREEK, MANOR, CT, RIVERVIEW, FL, 33569, 8133618368",0
A954764,"M, G, FERGUSON, 9613, WYDELLA, ST, RIVERVIEW, FLA, 33569, 025921646",B939422,"NICOLAS, K, PATRICK, 9317, SUNNYOAK, DR, RIVERVIEW, FL, 33569, 8135410862",0
A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",A973949,"LORI, M, WILMERDING, 4860, ROLANDO, COURT, UNIT, 28, SAN, DIEGO, CALIF, 92115, PO, BOX, 45236, APTDO, SAN, DIEGO, O, CALI, 92145, 27316307, 1938",1
A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",A974034,"JANICE, V, HENDRIX, 1473, PAULK, LANE, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",0
A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",A993068,"ANTHONY, C, MCNEILL, 11275, CHAPELGATE, LN, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247, 26478410",0
A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",A993909,"MAUREEN, G, FERGUSON, 87F24, MERSEYSIDE, AVENUE, JACKSONVILLE, FL, 32219, BUZON, 5314, POST, JACKSONVILLE, FLA, 32247, 025921466",0
A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",B920758,"JOSEPH, S, BENNETT, 5314, POST, OFFICE, JACKSONVILLE, FLORIDA, 32247, 9045205513",0
A955688,"TONI, D, HARRELSON, 1094, SUMERPLACE, DR, SAN, JOSE, CA, 95122, BOX, 640083, BUZON, SAN, JOSE, CA, 95164, 026850820",A965695,"A, G, RODRIGUEZ, 966, HARLISS, AVE, SAN, JOSE, CALIFORNIA, 95110, PO, BOX, 640083, BUZON, SAN, JOSE, CA, 95164, 023400736, 16607",0
A955688,"TONI, D, HARRELSON, 1094, SUMERPLACE, DR, SAN, JOSE, CA, 95122, BOX, 640083, BUZON, SAN, JOSE, CA, 95164, 026850820",A976349,"TONI, D, HARRELSON, 44348, 42ND, ST, W, LANCASTER, CALIFORNIA, 93536, 26850820",1
A956674,"NERISSA, M, GONZALEZ, 8411, N, TALIAFERRO, AVE, TAMPA, FL, 33604, PO, BOX, 76972, TAMPA, FLORIDA, 3675",B980438,"NERISSA, M, GONZALEZ, 76972, POST, OFFICE, TAMPA, FLORIDA, 33675, 8132384378",1
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",0
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",A975124,"LORETTA, J, GIROUARD, 3449, ADAMS, AVE, 7, SAN, DIEGO, CA, 92114, PO, BOX, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 26325511, 19630310",1
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",A977550,"JORGE, M, EMERT, 2115, FORELAND, DR, HOUSTON, TEXAS, 77077, POST, OFFICE, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21920177",0
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",A998330,"ALICIA, PERALTA, 7051, HENDONQ, LN, HOUSTON, TEXAS, 77077, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25288749, 40436",0
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",B959256,"JUAN, P, PELAYO, 280034, POST, OFFICE, BOX, HOUSTON, TEXAS, 77228, 7136283745",0
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",B976840,"ROCHELLE, S, CALDWELL, 14777, WUNDERLICH, DRIV, APT, 609, HOUSTON, TX, 77069, 7134450107",0
A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",B983830,"JENNIFER, G, HODGES, 280034, BUZON, HOUSTON, TEXAS, 77228, 7137535400",0
A957630,"MARSHA, H, KOJABABIAN, 13126, ROLLING, HILLS, CT, RANCHO, CUCAMONGA, CALIF, 9739, 023011879",B915383,"CAROLINA, G, YBARAR, 10170, 25TH, ST, RANCHO, CUCAMONGA, CA, 91730, 9094125174",0
A957630,"MARSHA, H, KOJABABIAN, 13126, ROLLING, HILLS, CT, RANCHO, CUCAMONGA, CALIF, 9739, 023011879",B925154,"ROBERT, A, GONZALEZ, 13126, ROLLING, HILLS, CT, RANCHO, CUCAMONGA, CA, 91739, 9091763081",0
A957630,"MARSHA, H, KOJABABIAN, 13126, ROLLING, HILLS, CT, RANCHO, CUCAMONGA, CALIF, 9739, 023011879",B948169,"ANDREW, D, ROBINSON, 12800, N, OVERLOOK, DR, RANCHO, CUCAMONGA, CA, 91739, 9098342351",0
A957630,"MARSHA, H, KOJABABIAN, 13126, ROLLING, HILLS, CT, RANCHO, CUCAMONGA, CALIF, 9739, 023011879",B959853,"GIANNA, Z, GUAJARDO, 8250, VINEYARD, AVE, APT, 151, RANCHO, CUCAMONGA, CA, 91730, 9097883154",0
A957630,"MARSHA, H, KOJABABIAN, 13126, ROLLING, HILLS, CT, RANCHO, CUCAMONGA, CALIF, 9739, 023011879",B970250,"JOSH, L, VILLALVAZO, 8113, CORNWLL, AVE, RANCHO, CUCAMONGA, CA, 91739, 9096870486",0
A957644,"ANASTASIA, S, HANNA, 933, D, STR, OAKLAND, CA, 94603, POST, OFFICE, BOX, 18616, OAKLAND, CA, 94619, 026674876",A959251,"M, G, PADILLA, 3424, 66TH, AVE, OAKLAND, CALIF, 94603, PO, BOX, 18616, OAKLAND, CA, 94619, 29301224, 11912",0
A957644,"ANASTASIA, S, HANNA, 933, D, STR, OAKLAND, CA, 94603, POST, OFFICE, BOX, 18616, OAKLAND, CA, 94619, 026674876",B951887,"MICHAEL, E, HUGGINS, 18616, CALLER, OAKLAND, CALIF, 94619, 5307541021",0
A958284,"A, MATA, 1743, SAN, JOSE, AVE, SAN, FRANCISCO, CA, 94112, POST, OFFICE, 280911, BUZON, SAN, FRANCISCO, CA, 94128, 21442444",B932890,"M, SANDOVAL, 280911, BUZON, SAN, FRANCISCO, CA, 94128, 4155420755",0
A958456,"RAFAEL, AVALOS, 1060, GLENN, HOLY, WAY, SACRAMENTO, CA, 95822, APTDO, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829",A959622,"CAROLYN, ERICKSON, 9222, PARFAIT, DRIV, SACRAMENTO, CA, 95826, BUZO, 293357, BUZON, SACRAMENTO, CALIFORNIA, 95829, 026818151",0
A958456,"RAFAEL, AVALOS, 1060, GLENN, HOLY, WAY, SACRAMENTO, CA, 95822, APTDO, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829",A995709,"RAFAEL, AVALOS, 6739, 2ND, AVENUE, CIR, W, BRADENTON, FLA, 34209, 023872968, 1915",1
A958456,"RAFAEL, AVALOS, 1060, GLENN, HOLY, WAY, SACRAMENTO, CA, 95822, APTDO, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829",B963511,"MELISSA, T, GINARD, 293357, POST, OFFICE, SACRAMENTO, CALIFORNIA, 95829, 9161835363",0
A958456,"RAFAEL, AVALOS, 1060, GLENN, HOLY, WAY, SACRAMENTO, CA, 95822, APTDO, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829",B964180,"RAFAEL, AVALOS, 2121, FOOTHILL, BOULEVARD, APT, 11E, LA, VERNE, CALIFORNIA, 91750X, 9092324047",1
A958456,"RAFAEL, AVALOS, 1060, GLENN, HOLY, WAY, SACRAMENTO, CA, 95822, APTDO, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829",B991096,"CHARLENE, M, BROWNLEE, 293357, POST, OFFICE, SACRAMENTO, CALIFORNIA, 95829, 9167660622",0
A959251,"M, G, PADILLA, 3424, 66TH, AVE, OAKLAND, CALIF, 94603, PO, BOX, 18616, OAKLAND, CA, 94619, 29301224, 11912",B951887,"MICHAEL, E, HUGGINS, 18616, CALLER, OAKLAND, CALIF, 94619, 5307541021",0
A959251,"M, G, PADILLA, 3424, 66TH, AVE, OAKLAND, CALIF, 94603, PO, BOX, 18616, OAKLAND, CA, 94619, 29301224, 11912",B983020,"M, G, PADILLA, 3424, 66TH, AVENIDA, OAKLAND, CALI, 94605, 5305746781",1
A959622,"CAROLYN, ERICKSON, 9222, PARFAIT, DRIV, SACRAMENTO, CA, 95826, BUZO, 293357, BUZON, SACRAMENTO, CALIFORNIA, 95829, 026818151",B963511,"MELISSA, T, GINARD, 293357, POST, OFFICE, SACRAMENTO, CALIFORNIA, 95829, 9161835363",0
A959622,"CAROLYN, ERICKSON, 9222, PARFAIT, DRIV, SACRAMENTO, CA, 95826, BUZO, 293357, BUZON, SACRAMENTO, CALIFORNIA, 95829, 026818151",B991096,"CHARLENE, M, BROWNLEE, 293357, POST, OFFICE, SACRAMENTO, CALIFORNIA, 95829, 9167660622",0
A959692,"BETHANY, M, EVELETH, 3308, 42ND, ST, W, LEHIGH, ACRES, FL, 33971, 21771983, 39901",B902281,"BETHANY, M, EVELETH, 17201, SANTA, RITA, ST, FOUNTAIN, VALLEY, CALIF, 92708, 7147435582",1
A959692,"BETHANY, M, EVELETH, 3308, 42ND, ST, W, LEHIGH, ACRES, FL, 33971, 21771983, 39901",B962597,"BISHOP, A, STEWART, 507, CALLER, LEHIGH, ACRES, FL, 3970, 2391414475",0
A960706,"GLADYS, RODRIGUEZ, 600, TAYLOR, RD, UNIT, 219, PUNTA, GORDA, LORIDA, 33950, 21582294",B963773,"GLADYS, RODRIGUEZ, 19053, POST, OFFICE, BOX, WEST, PALM, BEACH, FL, 33416, 5616453700",1
A961553,"AUDRY, R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FLA, 33068",A963863,"KEVIN, A, TAYLOR, 7801, SW, 6TH, T, NORTH, LAUDERDALE, FL, 33068, 024073506",0
A961553,"AUDRY, R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FLA, 33068",A983798,"R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FL, 33068, 41398",1
A961553,"AUDRY, R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FLA, 33068",B968855,"AUDRY, R, DECKER, 16451, SW, 184TH, ST, MIAMI, FLA, 33187, 3054370047",1
A961553,"AUDRY, R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FLA, 33068",B971455,"AUDRY, R, DECKER, 1523, VOTAW, RD, APOPKA, FL, 32703, 4078163820",1
A961553,"AUDRY, R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FLA, 33068",B993094,"MARIA, R, HUMPHREYS, 108, BELMONT, LN, NORTH, LAUDERDALE, FL, 33068, 9542683235",0
A961883,"ROCHELLE, S, CALDWELL, 14242, ALLAMANDA, DRV, CORPUS, CHRISTI, TEXAS, 78418",B976840,"ROCHELLE, S, CALDWELL, 14777, WUNDERLICH, DRIV, APT, 609, HOUSTON, TX, 77069, 7134450107",1
A962196,"JAIME, J, BEJARANO, 1612, NW, 4TH, ST, OCALA, FLORIDA, 34475, 1976",B927583,"JAIME, J, BEJARANO, 21122, JADE, BLUFF, LN, KATY, TEXAS, 77450, 2813847224",1
A962196,"JAIME, J, BEJARANO, 1612, NW, 4TH, ST, OCALA, FLORIDA, 34475, 1976",B957725,"ROBERT, J, ANGELES, 3030, NW, 100TH, ST, OCALA, FLORIDA, 34475, 3525778212",0
A962392,"DARRIN, M, CHAVEZ, 1301, SE, 7TH, ST, HOMESTEAD, FL, 3F3033, 207191139",A966619,"DARRIN, M, CHAVEZ, 7361, BOLTEN, LN, PORT, CHARLOTTE, FL, 33981, 27191139",1
A963863,"KEVIN, A, TAYLOR, 7801, SW, 6TH, T, NORTH, LAUDERDALE, FL, 33068, 024073506",A983798,"R, DECKER, 7819, SW, 6TH, CT, NORTH, LAUDERDALE, FL, 33068, 41398",0
A963863,"KEVIN, A, TAYLOR, 7801, SW, 6TH, T, NORTH, LAUDERDALE, FL, 33068, 024073506",B923272,"KEVIN, A, TAYLOR, 11110, NOBILITY, DR, STAFFORD, TX, 77477, 2813250167",1
A963863,"KEVIN, A, TAYLOR, 7801, SW, 6TH, T, NORTH, LAUDERDALE, FL, 33068, 024073506",B993094,"MARIA, R, HUMPHREYS, 108, BELMONT, LN, NORTH, LAUDERDALE, FL, 33068, 9542683235",0
A964531,"VICTOR, L, WILLIAMS, 13878, CR, 606, BROWNSBORO, R, TX, 75756, 14169",B983321,"VICTOR, L, WILLIAMS, 817, POST, OFFICE, BOX, PERRIS, CA, 92572, 9093544754",1
A964929,"LARHONDA, A, THOMAS, 17915, LOOKOUT, LAKE, CIR, FLINT, TEXAS, 7562, 22609687",B925060,"LARHONDA, A, THOMAS, 225, WILLOW, CREEK, LN, FORT, WORTH, TX, 76134, 8171740514",1
A965630,"MIKE, L, SEYMOUR, 36463, CHRISTINE, ST, NEWARK, CALI, 94560, 022468421, 24145",A998949,"MIKE, L, SEYMOUR, 110, DEERFIELD, RD, LAMAR, AR, 72846, 22468421",1
A965894,"MARINA, D, STEWART, 729, SHERWOD, TERRACE, DR, ORLANDO, FLA, 32818, POST, OFFICE, BOX, 72056, ORLANDO, FL, 32X872, 022468936",B986108,"MARINA, D, STEWART, 814, MILANO, CIR, APT, 301, BRANDON, FLORIDA, 33511, 8134564132",1
A966127,"LARRY, D, FOOTE, 5503, RHONE, DR, WICHITA, FALLS, TX, 76306, 1924",A968159,"MASON, M, POWER, 3125, 9TH, ST, TRLR, 23, WICHITA, FALLS, TEXAS, 7N6301, 202208731",0
A966127,"LARRY, D, FOOTE, 5503, RHONE, DR, WICHITA, FALLS, TX, 76306, 1924",B905191,"ETHELE, L, MARBLE, 4313, POST, WICHITA, FALLS, TX, 76308, 9401038240",0
A966278,"A, G, DOMINGUEZ, 422, PRESIDIO, WAY, SANTA, MARIA, CALI, 93458, 22371866",B984611,"ARMANDO, CATNLOW, 422, PRESIDIO, WAY, SANTA, MARIA, CA, 93458, 8052633642",0
A966288,"SHELLY, E, MONTES, 7465, SW, 19TH, TER, MIAMI, FLA, 33155, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26270736",B914497,"PARMENDRA, N, RIVIERETHOMPSON, 430115, POST, OFFICE, BOX, MIAMI, LA, 33243, 3053748608",0
A966288,"SHELLY, E, MONTES, 7465, SW, 19TH, TER, MIAMI, FLA, 33155, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26270736",B936106,"MARTINEZ, 430115, BUZON, MIAMI, FLA, 33243, 3051085434",0
A966288,"SHELLY, E, MONTES, 7465, SW, 19TH, TER, MIAMI, FLA, 33155, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26270736",B998854,"R, HUMPHREYS, 430115, APTDO, MIAMI, FLORIDA, 33243, 3054343371",0
A966767,"CELIO, WILLIAMS, 121, CRRY, AVE, MORGAN, ILL, CA, 95037",B940696,"CELIO, WILLIAMS, 8572, BOX, NORTHRIDGE, CA, 91327, 8183407651",1
A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",A977550,"JORGE, M, EMERT, 2115, FORELAND, DR, HOUSTON, TEXAS, 77077, POST, OFFICE, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21920177",0
A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",A998330,"ALICIA, PERALTA, 7051, HENDONQ, LN, HOUSTON, TEXAS, 77077, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25288749, 40436",0
A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",B906622,"NATHANIEL, A, TOMPKINS, V702, OAK, WEST, DR, HOUSTON, TX, 77073, 7131036144",0
A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",B959256,"JUAN, P, PELAYO, 280034, POST, OFFICE, BOX, HOUSTON, TEXAS, 77228, 7136283745",0
A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",B983830,"JENNIFER, G, HODGES, 280034, BUZON, HOUSTON, TEXAS, 77228, 7137535400",0
A968159,"MASON, M, POWER, 3125, 9TH, ST, TRLR, 23, WICHITA, FALLS, TEXAS, 7N6301, 202208731",B905191,"ETHELE, L, MARBLE, 4313, POST, WICHITA, FALLS, TX, 76308, 9401038240",0
A968227,"VAN, C, PULIDO, 601, S, MESA, HILLS, DRIVE, APT, 1218, EL, PASO, TX, 79912, PO, BOX, 27096, EL, PASO, TX, 79926, 26444831",A985086,"KELLEY, D, CARTER, 1627ARIZONA, AVENU, EL, PASO, TEXAS, 79902, CALLER, 27096, BUZON, EL, PASO, TEXAS, 79926, 23177233, 17621",0
