clusterID,refID,tokens,truth
A959541,A971988,"MARTHA, R, JARAMILLO, 5488, COURTYARD, DR, MARGATE, FLA, 3E3063, 20420",1
A959541,A972991,"M, R, JARAMILLO, 5488, COURTYARD, DR, MARGATE, FL, K33063, 027094855",1
A959585,A959585,"JASON, R, CHAVEZ, 1241, E, HERRING, AV, WEST, COVINA, CALIFORNIA, 91790, BX, 4561, WEST, COVINA, CA, 91791, 25146636",1
A959585,B962796,"JASON, R, CHAVEZ, 4561, POST, OFFICE, WEST, COVINA, CA, 9N1791, 6268650002",1
A959647,A959647,"GLYNIS, C, VINCI, 845, DONOHOE, ST, EAST, PALO, ALTO, CA, 94303, 24572587, 1970",1
A959647,A967941,"GLYNIS, C, AY, 845, DONOHOE, ST, EAST, PALO, ALTO, CALIF, 94303, 24572587",1
A959647,A996735,"GLYNIS, C, RAY, 845, DONOHOE, STRT, EAST, PALO, ALTO, CA, 9403, 24752587, 25722",1
A959647,B922445,"GLYNIS, C, AY, 845, DONOHOE, ST, EAST, PALO, ALTO, CA, 94303, 6501488587",1
A959647,B982524,"GLYNIS, C, RAY, 845, DONOHOE, ST, EAST, PALO, ALTO, CA, 94303, 6501488587",1
A959647,B989774,"GLYNIS, C, VINCI, 845, DONOHOE, ST, EAST, PALO, ALTO, CALIF, 94303, 6501488587",1
A959650,A959650,"DORIS, MENDEZ, 1251, W, 48TH, ST, LOS, ANGELES, CA, 90037, PO, BOX, 881605, POST, OFFICE, BOX, 881605, CALLER, LOS, ANGELES, CALIFORNIA, 90009, 25209955",1
A959650,B995610,"DORIS, MENDEZ, 881605, POST, LOS, ANGELES, CALIFORNIA, 90009, 8188177280",1
A959665,A959665,"WILLIAM, VILLARREAL, 1909, DR, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDA, 33844",1
A959665,A970073,"WILLIAM, VILLARREAL, 1909, DRIVE, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDA, 33844, 025317183, 1903",1
A959665,A984756,"VILLAREAL, 1909, DRIVE, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLA, 33844, 205317183",1
A959665,B911700,"WILLIAM, VILLARREAL, 1909, DRV, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDA, 33844, 8634370456",1
A959665,B944907,"VILLARREAL, 1909, DR, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDA, 33844, 8634370456",1
A959665,B957352,"MARIA, MIGENES, 1909, DR, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDA, 33844, 8634370456",0
A959665,B996707,"WILLIAM, VILLARREAL, 1909, DR, MARTIN, LUTHER, KING, JR, WAY, HAINES, CITY, FLORIDA, 33844, 8634370456",1
A959672,A959672,"J, D, GONZALEZ, 10819, PASO, ROBLES, AVE, GRANADA, HILLS, CALIFORNIA, 91344, PO, BOX, 3381, GRANADA, HILLS, CA, 91394, 26523214, 1960",1
A959672,A987572,"JEANNIE, A, VANPELT, 10819, PASO, ROBLES, AVE, GRANADA, HILLS, CALIFORNIA, 91344, CALL, BOX, 3381, GRANADA, HILLS, CALI, 91Q394",0
A959852,A959852,"LOUIS, DICKS, 13622, SANDHILL, CRANE, RD, CORONA, CALIF, 9280, BUZON, 77501, CORONA, CA, 92877, 23971584, 1985",1
A960072,A960072,"IRMA, C, SALEH, 2425, OLEANDER, RD, DELAND, FLORIDA, 32724, CALL, BOX, 1374, DELAND, FL, 32721, 027167247",1
A960092,A960092,"ISABEL, B, BATTLES, 2359, WABURTON, TERRACE, WELLINGTON, FL, 33414",1
A960092,A994393,"ISABEL, B, BATTLES, 2359, WABURTON, TER, WELLINGTON, FL, 33414, 24230419, 1981",1
A960092,B898585,"ISABEL, B, BATTLES, 2359, WABURTON, TERRACE, WELLINGTON, FL, 33414, 5613063145",1
A960092,B921420,"ISABEL, B, BATTLES, 2359, WABURTON, TER, WELLINGTON, FLA, 33414, 5613063145",1
A960267,A960267,"M, CORTES, 14, SAINT, CHARLES, COURT, LITTLE, ROCK, AR, 72211, PO, BOX, 165891, LITTLE, ROCK, ARKANSAS, 72216, 1928",1
A960267,B934782,"TIMOTHY, L, COOLEY, 165891, POST, OFFICE, BOX, 165891, LITTLE, ROCK, ARK, 72216, 5014218356",0
A960267,B991748,"M, CORTES, 165891, POST, OFFICE, BOX, 165891, LITTLE, ROCK, ARKANSAS, 72216, 5014822708",1
A960431,A960431,"MARTIN, L, MYERS, 1621, W, 125TH, ST, SAN, PEDRO, CA, 90731, PO, BOX, 1428, APARTADO, SAN, PEDRO, CA, 90733, 21762310",1
A960431,A982643,"MARIA, ZEPEDA, 1621, W, 125TH, ST, SAN, PEDRO, CA, 90731, PO, BOX, 1428, APARTADO, SAN, PEDRO, CA, 90733, 201759271",0
A960431,B935630,"MARIA, MIGENES, 1428, APARTADO, SAN, PEDRO, CALIF, 90733, 4247316134",0
A960431,B973046,"MARIA, ZEPEDA, 1428, POST, BOX, SAN, PEDRO, CALIF, 90733, 4243611100",0
A960431,B988100,"MARTIN, L, MYERS, 1621, W, 125TH, ST, SAN, PEDRO, CA, 90731, 4243611100",1
A960604,A960604,"PASTORA, MOSSHOLDER, 2835, OAKLAND, BROOK, ST, HOUSTON, TEXAS, 77038",1
A960604,A967742,"PASTORA, MOSSHOLDER, 2835, OAKLAND, BROOK, ST, HOUSTON, TEXAS, 77038, 026485111",1
A960642,A960642,"YVONNE, A, MANSON, 879, LEISHA, LN, REDDING, CA, 96001, PST, BOX, 491501, APTDO, REDDING, CALIF, 96049, 021385751, 45005",1
A960642,B963938,"YVONNE, A, MANSON, 491501, APTDO, REDDING, CALIF, 96049, 9095554484",1
A960819,A960819,"TERRIE, D, KELLEY, 24317, WABUKSKA, ST, NEWHALL, CALIF, 91321, PO, BOX, 220766, NEWHALL, CA, 91322, 21407783, 19370504",1
A960819,B981864,"TERRIE, D, KELLEY, 220766, POST, OFFICE, BOX, NEWHALL, CA, 9132, 8051088170",1
A960831,A960831,"JAQUELINE, C, CARRILLO, 1345, N, KINGSLEY, DR, APT, 307, LOS, ANGELES, CA, 90027, PO, BOX, 881605, LOS, ANGELES, CALIF, 90009, 30561",1
A960831,B929795,"JAQUELINE, C, CARRILLO, 1345, NORTH, KINGSLEY, DRV, APT307, LOS, ANGELES, CA, 90027, 8181578473",1
A961115,A961115,"HOWARD, TORRES, 3433, CORONADO, DRIVE, APT, 1702, SARASOTA, FL, 34231, 023666872, 19181008",1
A961115,A997306,"HOWARD, TORRES, 3433, CORONADO, DR, APT, 1702, SARASOTA, FL, 34231, 023666872, 43381",1
A961150,A961150,"MAYA, MILLMAN, 115, JTRUMAN, CT, TERREL, TX, 75160, PO, BOX, 202, TERRELL, TEXAS75160",1
A961150,B910216,"MAYA, MILLMAN, 115, TRUMAN, COURT, TERREL, TX, 75160, 9722843318",1
A961183,A961183,"C, L, GRIESER, 10955, GADLVIN, ST, VENTURA, CALIFORNIA, 93004, POU, BOX, 464, VENTURA, CA, 93002, 28518585, 1967",1
A961183,B937880,"C, L, GRIESER, 10955, GALVIN, STRT, VENTURA, CALIFORNIA, 93004, 8058114537",1
A961198,A961198,"IRENE, GARY, 621, GARDENIA, ST, DESOTO, TX, 75115",1
A961198,A975365,"IRENE, GARY, 621, GARDENIA, ST, DESOTO, TEAS, 75115, 24147180",1
A961198,B954032,"IRENE, GARY, 621, GARDENIA, ST, DESOTO, TX, 75115, 9725033758",1
A961198,B969669,"IRENE, GARY, 621, GARDENIA, ST, DESOTO, TX, 75115, 9725033758",1
A961214,A961214,"CHRISTOPHER, EARL, RAY, 7170, CATALINA, ST, SPRING, HILL, FL, 34606, 42588034, 22486",1
A961214,A963429,"CHRISTIAN, EARL, RAY, 7170, CATALINA, ST, SPRING, HILL, FL, 34606, 22486",1
A961214,B933991,"CHRISTOPHER, EARL, RAY, 7170, CATALINA, ST, SPRING, HILL, FL, 34606, 3525620543",1
A961214,B980695,"CHRISTIAN, EARL, RAY, 7170, CATALINA, ST, SPRING, HILL, FL, 34606, 3525620543",1
A961327,A961327,"CRISTINA, H, SANTIAGO, 125, CARL, DRV, APT, 5J1, HOT, SPRINGS, AR, 71913, PO, BOX, 1795, HOT, SPRINGS, VILLAGE, ARK, 71902, 24747400",1
A961327,B982129,"CRISTINA, H, SANTIAGO, 125, CARL, DRIVE, APT, 51, HOT, SPRINGS, ARKAN, 71913, 5011048706",1
A961387,A961387,"MICHELLE, A, FABIAN, 1707, LA, BREA, ST, APT, 2A, RAMONA, CALIF, 92065, 201653937, 1961",1
A961387,A969532,"A, FABIAN, 1707, LA, BREA, ST, APT, 2A, RAMONA, CA, 92065",1
A961387,B902553,"MICHELLE, A, FABIAN, 1707, LA, BREA, ST, APT, 2AB, RAMONA, CALIF, 92065, 7607887240",1
A961387,B985819,"A, FABIAN, 1707, LA, BREA, ST, AT, 2A, RAMONA, CAIFORNIA, 92065, 7607887240",1
A961401,A961401,"NERISSA, M, GONZALEZ, 18480, WINTER, AVN, RD, FORT, MYERS, FLORIDA, 33967, 023868397, 1924",1
A961401,A962680,"NERISSA, M, GONZALEZ, 18480, WINTER, HAVEN, RD, FORT, MYERS, FLORIDA, 33967, 23868397",1
A961401,B942020,"NERISSA, M, GONZALEZ, 18480, WINTER, HAVEN, RD, FORT, MYERS, FLORIDA, 33967, 2398228341",1
A961401,B965349,"NERISSA, M, GONZALEZ, 18480, WINTER, HAVEN, RD, FORT, MYERS, FLORIDA, 33967, 2398228341",1
A961554,A961554,"ALLAN, D, LEE, 14C206, SHORT, HORN, STR, SAN, ANTONIO, TEXAS, 78247, PO, BOX, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 24562876",1
A961554,B982535,"ALLAN, D, LEE, 690362, CALL, BOX, SAN, ANTONIO, TEXAS, 78269, 2106365823",1
A961597,A961597,"KELLEY, D, CARTER, 6312, LANDFAIR, DR, BAKERSFIELD, CALIFORNIA, 93309, 23177233",1
A961597,A962380,"KELLEY, D, CARTER, 6312, LANDFAIR, DR, BAKERSFIELD, CALIFORNIA, 93309, 23177233",1
A961597,A971494,"KELLEY, D, CARTER, 6312, LANDFAIR, DR, BAKERSFIELD, CALIFORNIA, 93309, 23177233",1
A961597,B921448,"KELLEY, D, CARTER, 6312, LANDFAIR, DR, BAKERSFIELD, CALIFORNIA, 93309, 6617684336",1
A961597,B968627,"KELLEY, D, CARTER, 6312, LANDFAIR, DR, BAKERSFIELD, CALIFORNIA, 93309, 6617684336",1
A961597,B991836,"KELLEY, D, CARTER, 6312, LANDFAIR, DR, BAKERSFIELD, CALIFORNIA, 93309, 6617684336",1
A961660,A961660,"LORENA, BAKSH, 14150, PRAIRIE, AVE, APT, 115, HAWTHORNE, CA, 90250, 21941413",1
A961660,A979465,"LORENA, WOODARD, 14150, PRAIRIE, AVE, APT, 115, HAWTHORNE, CA, 90250, 021941413, 19701009",1
A961660,A982747,"LORENA, W, 14150, PRAIRIE, AVE, APT, 115, HAWTHORNE, CA, 90250, 21941431, 25850",1
A961660,B921329,"LORENA, WOODARD, 14150, PRAIRIE, AVE, APT, 115, HAWTHORNE, CALIF, 90250, 4247181374",1
A961660,B945486,"LORENA, W, 14150, PRAIRIE, AVE, APT, 115, HAWTHORNE, CALI, 9U0250, 4247181374",1
A961660,B948158,"LORENA, BAKSH, 14150, PRAIRIE, AV, APT, 115, HAWTHORNE, CA, 9020, 4247181374",1
A961712,A961712,"SHAWNTHA, STONE, 26, SHADYBROOK, DR, WYLIE, TEAS, 75098, OFFICE, BOX, 2484, WYLIE, TX, 75098, 13475",1
A961776,A961776,"ROBERTO, BRUCE, WATSON, 16200, TASCOSA, AVE, BROOKSVILLE, FL, 34604, POST, OFFICE, BOX, 0117, BROOKSVILLE, FL, 34603",1
A961776,B974692,"DEIDRA, S, WATSON, 16200, TASCOSA, AVE, BROOKSVILLE, FL, 34604, 3523255222",0
A961791,A961791,"AMALIA, H, ARENDT, 601, STARKEY, RD, LOT, 206, LARGO, FL, 33771, PO, BOX, 315, LARGO, FL, 33779, 024731490, 1970",1
A961791,B994093,"AMALIA, H, ARENDT, 601, STACEY, ROAD, LOT, 206, LARGO, FL, 33771, 7273268411",1
A961851,A961851,"YVONNE, DAVIS, 18208, HERITAGE, LN, HOUSTON, TEXAS, 77058, 206620650",1
A961851,A973706,"YVONNE, DAVIS, 18208, HERITAGE, LNK, HOUSTON, TEXAS, 77058, 26620650, 1957",1
A961851,A996767,"YVONNE, DAVIS, 18208, HERITAGE, LNK, HOUSTON, TEXAS, 77058, 26620650",1
A961897,A961897,"K, D, CARTER, 8621, MUIR, DRV, KELLER, TEXAS, 76248, 23177323",1
A961897,A963254,"D, HOLZWARTH, 8621, MUIR, DR, KELLER, TEXAS, 76248, 23177233",1
A961897,B913195,"K, D, CARTER, 8621, MUIR, DRV, KELLER, TEXAS, 76248, 8175460762",1
A961897,B936814,"JOAQUIN, A, HOLZWARTH, JR, 8621, MUIR, DR, KELLER, TEXAS, 76248, 8175460762",0
A961897,B961072,"D, HOLZWARTH, 8621, MUIR, DR, KELLER, TEXAS, 76248, 8175460762",1
A961935,A961935,"E, GARRISON, 260, PALOMA, AVENIDA, DELA, VIS, INDIALANTIC, FLORIDA, 32903",1
A961935,A987435,"WALTER, E, GARRISON, 260, PALOMA, AVENIDA, DELA, VIS, INDIALANTIC, FLORIDA, 32903, 21688429",1
A961935,B960820,"WALTER, E, GARRISON, 260, PALOMA, AVENIDA, DELA, VIS, INDIALANTIC, FLORIDA, 32903, 3211388074",1
A961935,B967536,"E, GARRISON, 260, PALOMA, AVENIDA, DELAVIS, INDIALANTIC, FLORIDA, 32903, 3211388074",1
A962095,A962095,"P, T, TRANT, 13730, BLYTHEWOOD, DR, SPRING, HILL, FL, 3409, CALLER, 3353, SPRING, HILL, FL, 34611",1
A962095,B989373,"P, T, TRANT, 13730, BLYTHEWOOD, DR, SPRING, HILL, FL, 34609, 3521157884",1
A962207,A962207,"JOSE, E, TOFFT, 1216, DAFFODIL, AVE, MCALLEN, TEXAS, S78501, POT, OFFICE, 52840, BOX, MCALLEN, TEXAS, 78505, 21731114",1
A962216,A962216,"MARILYN, J, KELLER, 15660, LIGHTBLUE, CIR, FORT, MYERS, FLORIDA, 33908, PO, BOX, 7586, BUZON, FORT, MYERS, FLORIDA, 33911, 024420102",1
A962216,B990585,"MARILYN, J, KELLER, 7586, BUZON, FORT, MYERS, FLORIDA, 33911, 2393665822",1
A962327,A962327,"JUAN, M, FERREIRA, 5323, MISTY, MOON, DR, HUMBLE, TEXAS, 77346, PO, BOX, 15234, HUMBLE, TX, 77347, 22157588",1
A962327,B972797,"JUAN, M, FERREIRA, 5323, MISTY, MOON, DR, HUMBLE, TEXAS, 77346, 2818267520",1
A962379,A962379,"YVETTE, R, RICHARDSON, 6623, CAMBRDGE, PARK, DR, APOLLO, BEACH, FL, 33572, APTDO, 391, APOLLO, BEACH, FL, 33572, 21656368, 19250606",1
A962434,A962434,"DORIS, MENDEZ, 59C102, RR, 1, JEWETT, TX, 75846",1
A962434,B948250,"DORIS, MENDEZ, 59C102, RURAL, REE, DELIVERY, 1, JEWETT, TEXAS, 7P5846, 9034706465",1
A962473,A962473,"RODNEY, M, BRACKLE, 1708, DESERT, SUN, DR, EL, PASO, TEXAS, 79928, POST, OFFICE, BOX, 27096, CALLER, EL, PASO, TX, 79926, 28465",1
A962473,B976300,"RODNEY, M, BRACKLE, 1708, DESERT, SUN, DR, EL, PASO, TEXAS, 79928, 9154325381",1
A962495,A962495,"BETHANY, M, EVELETH, 11023, EMERY, STREET, APT, F, ELK, MONTE, CALIFORNIA, 91731, 021771983",1
A962495,A967164,"BETHANY, M, EVELETH, 11023, EMERY, ST, APT, F, EL, MONTE, CALIFORNIA, 91731, 21771983",1
A962495,B924485,"BETHANY, M, EVELETH, 11023, EMERY, STRT, APT, F, EL, MONTE, CALIFORNIA, 91731, 6267155054",1
A962495,B983175,"BETHANY, M, EVELETH, 11023, EMERY, ST, APT, F, EL, MONTE, CALIFORNIA, 91731, 6267155054",1
A962614,A962614,"MIGUEL, H, MADARANG, 2405, DEANNA, DRIV, SAN, BERNARDINO, CALIF, 92407, POJ, BOX, 90712, SAN, BERNARDINO, CA, 92427, 23623638",1
A962614,B987555,"MIGUEL, H, MADARANG, 90712, POST, OFFICE, SAN, BERNARDINO, CA, 92427, 9091575834",1
A962749,A962749,"NELIDIA, L, CASTILLO, 3311, 9TH, ST, SW, LEHIGH, ACRES, FLORIDA, 33976, 21573907",1
A962749,A972083,"NELIDIA, L, CASTILLO, 3311, 9TH, ST, SW, LEHIGH, ACRES, FLA, 33976, 12573907",1
A962823,A962823,"D, E, CALIENES, 9457, PALM, TREE, DRIVE, WINDERMERE, FLORIDA, 34786, 21426504",1
A962823,A991295,"DONALD, E, CALIENES, 9457, PALM, TREE, DR, WINDERMERE, FLORIDA, 34786, 021426504",1
A962823,B950834,"D, E, CALIENES, 9457, PALM, TREE, DR, WINDERMERE, FLORIDA, 34786, 4078724071",1
A962823,B998119,"DONALD, E, CALIENES, 9457, PALM, TREE, DR, WINDERMERE, FLORIDA, 34786, 4078724071",1
A962840,A962840,"DONNA, S, TOBA, 750, OAKLAND, VE, APT, 204, OAKLAND, CA, 94611, 024567354",1
A962840,A975625,"D, S, TOBA, 750, OAKLAND, AVE, APT, 204, OAKLAND, CA, 94611, 24567354, 1965",1
A962840,B985086,"DONNA, S, TOBA, 750, OAKLAND, AVE, APT, 204, OAKLAND, CA, 94611, 5301666288",1
A962840,B987140,"D, S, TOBA, 750, OAKLAND, AVE, APT, 204, OAKLAND, CA, 94611, 5301666288",1
A962861,A962861,"KELLEY, D, CARTER, 3825, LITTLE, ROCK, DR, APT, 70, ANTELOPE, CALIFORNIA, 95843, 23177233",1
A962861,A973814,"KELLEY, D, CARTER, 3825, LITTLE, ROCK, DR, APT, 70, ANTELOPE, CALIFORNIA, 95843",1
A962861,B953028,"KELLEY, D, CARTER, 3825, LITTLE, ROCK, DRIVE, APT, 70, ANTELOPE, CALIFORNIA, 95843, 9166804003",1
A962861,B964735,"KELLEY, D, CARTER, 3825, LITTLE, ROCK, DRIVE, APARTMENT, 70, ANTELOPE, CA, 9543, 9166804003",1
A962876,A962876,"NORMAN, M, COLE, 26434, MCCALL, BLVD, SU, CITY, CALIF, 92586",1
A962876,A994561,"NORMAN, M, COLE, 26434, MCCALL, BLVD, SUN, CITY, CALIF, 92586, 22756397",1
A962905,A962905,"DANNY, R, LONGORIA, 1568, TRAVERTINE, TER, SANFORD, FL, 32771, POST, BOX, 924, SANFORD, FL, 32772, 22106691",1
A962928,A962928,"CHRISTOPHER, L, GRIESER, 3854, W, 234TH, ST, TORRANCE, CA, 90505, 52818585, 1967",1
A962928,A974654,"C, L, GRIESER, 3854, W, 234TH, STRT, TORRANCE, CA, 90505, 25188585, 19670916",1
A962928,A976250,"L, GRIESER, 3854, W, 234TH, STREET, TORRANCE, CALIF, 90505",1
A962928,B934481,"L, GRIESER, 3854, W, 234TH, ST, TORRANCE, CA, 90505, 4243263352",1
A962928,B941279,"C, L, GRIESER, 3854, W, 234TH, ST, TORRANCE, CALIF, 90505, 4243263352",1
A962928,B963582,"CHRISTOPHER, L, GRIESER, 3854, W, 234TH, ST, TORRANCE, CALIF, 90505, 4243263352",1
A962977,A962977,"LIBERTAD, N, KROIS, 339, E, CHAPARRAL, STREET, RIALTO, CALIFORNIA, 92376, OST, 512, RIALTO, CALIFORNIA, 92377, 19620227",1
A962977,B926995,"LIBERTAD, N, KROIS, 339, E, CHAPARRAL, ST, RIALTO, CALIFORNIA, 92376, 9097034501",1
A963015,A963015,"D, GEORGE, 07, ESSEX, DR, FORT, PIERCE, FLORIDA, 34946, 17352",1
A963015,A969693,"GEORGE, 207, ESSEX, DR, FORT, PIERCE, FLORIDA, 34946, 23457706, 17352",1
A963015,A985346,"DANNY, GEORGE, 207, ESSEX, DRIV, FORT, PIERCE, FL, 34946R, 23457706",1
A963015,B914913,"DANNY, GEORGE, 207, ESSEX, DR, FORT, PIERCE, FLORIDA, 34946, 7723806178",1
A963015,B932321,"D, GEORGE, 207, ESSEX, DR, FORT, PIERCE, FLORIDA, 34946, 7723806178",1
A963015,B986017,"GEORGE, 207, ESSEX, DR, FORT, PIERCE, FLORIDA, 34946, 7723806178",1
A963029,A963029,"M, H, MADARANG, 62, WOODHAVEN, DR, FLAGLER, BEACH, FLA, 32136, PO, BOX, 1266, FLAGLER, BEACH, FLORIDA, 32136, 23623638",1
A963029,A987606,"L, CALVIN, 62, WOODHAVEN, DR, FLAGLER, BEACH, FLORIDA, 32136, PO, BOX, 1266, FLAGLER, BEACH, FLORIDA, 32136, 023621233",0
A963029,B913271,"L, CALVIN, 62, WOODHAVEN, DR, FLAGLER, BEACH, FLORIDA, 32136, 3864837115",0
A963029,B955477,"M, H, MADARANG, 62, WOODHAVEN, DR, FLAGLER, BEACH, FLORIDA, 32136, 3864837115",1
A963075,A963075,"ROSE, G, BONVENTRE, 4620, JAN, DR, CARMICHAEL, CALIFORNIA, 95608, APARTADO, 2212, CARMICHAEL, CALI, 95609, 25359145",1
A963095,A963095,"SANDRA, R, SMITH, 10660, ROYAL, PALM, BLVD, CORAL, SPRINGS, FLA, 33065, PO, BOX, 8140, APTDO, CORAL, SPRINGS, FLA, 33075",1
A963095,B918835,"SANDRA, R, SMITH, 8140, APTDO, CORAL, SPRINGS, FL, 33075, 9548106706",1
A963096,A963096,"JOSE, A, CUNNINGHAM, 13014, GLEN, CT, 19, CHINO, HILLS, CA, 91709, PO, BOX, 834, CHINO, HILLS, CA, 91709, 25219218",1
A963096,B910734,"JOSE, A, CUNNINGHAM, 13014, GLEN, CT, S19, CHINO, HILLS, CA, 91709, 9093886334",1
A963243,A963243,"S, RAYON, 2432, WINONA, DR, PLANO, TX, 75074, APARTADO, 860105, PLANO, TX, 75086, 026944045",1
A963330,A963330,"MILIVOY, S, ROSEMON, 441, NW, 22ND, ST, GRAND, PRAIRIE, TX, 75050, PO, BOX, 543301, GRAND, PRAIRIE, TEXAS, 75054, 25406930, 1901",1
A963330,B981972,"MILIVOY, S, ROSEMON, 441, NW, 22ND, STR, GRAND, PRAIRIE, TX, 75050, 9727840380",1
A963334,A963334,"YVETTE, R, RICHARDSON, 5617, BISHOP, LN, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247, 21656386",1
A963334,B975861,"YVETTE, R, RICHARDSON, 5617, BISHOP, LN, NORTH, JACKSONVILLE, FLORIDA, 32207, 9043554574",1
A963345,A963345,"WENDY, B, G, 3271, S, CHAMBERLAIN, BLVD, NORTH, PORT, FL, 34286, 24633385",1
A963345,B900232,"WENDY, B, G, 3271, S, CHAMBERLAIN, BLVD, NORTH, PORT, FL, 34286, 9414625136",1
A963448,A963448,"C, M, BROWN, 563, VANCE, ST, CHULA, VISTA, CA, 91910, POST, OFFICE, BOX, 1657, CHULA, VISTA, CA, 91912, 23805808",1
A963448,B958508,"C, M, BROWN, 1657, POST, BOX, 1657, CHULA, VISTA, CA, 91912, 6195486873",1
A963660,A963660,"JANA, G, LOPEZ, 2727, PARSLEY, DR, ORLANDO, FL, 32837, BOX, 720506, ORLANDO, FLORIDA, 32872",1
A963660,B989482,"JANA, G, LOPEZ, 720506, OFFICE, BOX, 720506, ORLANDO, FLORIDA, 32872, 4074281188",1
A963780,A963780,"TERRIE, R, DOSS, 17565, 78TH, RD, N, LOXAHATCCHEE, FL, 33470, PO, BOX, 1421, LOXAHATCHEE, FL, 33470, 025565415",1
A963780,B922672,"TERRIE, R, DOSS, 17565, 78TH, RD, N, LOXAHATCHEE, FLA, 33470, 5617005660",1
A963847,A963847,"CELIA, D, DRINKWATER, 15, ELPLIS, CRCL, SALINAS, CA, 93907, POBOX, 1931, SALINAS, CA, 93902, 027192894",1
A963848,A963848,"AILEEN, M, SANCHEZ, 17206, BOULDER, RIDGE, CTW, HOUSTON, TEXAS, 77095",1
A963848,A980218,"HELEN, M, SANCHEZ, 17206, BOULDER, RIDGE, CT, HOUSTON, TEXAS, 77095, 26478031, 19290909",1
A963848,A981028,"HELEN, M, SANCHEZ, 17206, BOULDER, RIDGE, CURT, HOUSTON, TEXAS, 77095",1
A963905,A963905,"A, SORIANO, 2015, CEDAR, BEND, DRIV, APT, 221, AUSTIN, TEXAS, 78758, POST, OFFICE, BOX, 90335, BOX, AUSTIN, TTX, 78709",1
A963905,A975653,"NAWRES, D, CAMPBELL, 1812, BURBANK, ST, AUSTIN, TX, 78757, PO, BOX, 90335, AUSTIN, TX, 78709",0
A963905,A975931,"TERESA, H, RO, 10601, GARBACZ, DR, AUSTIN, TX, U78748, POBOX, 90335, AUSTIN, TX, 78709, 23258770",0
A963905,B928474,"VALENTINE, 90335, BOX, AUSTIN, TX, 78709, 5122374028",0
A963905,B933602,"A, SORIANO, 2015, CEDAR, BEND, DR, APT, 221, AUSTIN, TEXAS, 78758, 5128206723",1
A963905,B952860,"NAWRES, D, CAMPBELL, 1812, BURBANK, ST, ASTIN, TEXAS, 78757, 5124576605",0
A963905,B980895,"TERESA, H, RO, 90335, APTDO, AUSTIN, TX, 78709, 5122374028",0
A963942,A963942,"TONI, Q, BRESTLE, 9901, SORRENTINO, DRY, ELK, GROVE, CALIF, 95757, PO, BOX, 581385, POST, ELK, GROVE, CALIF, 95758, 16841",1
A963942,B982223,"TONI, Q, BRESTLE, 581385, POST, ELK, GROVECA, 95758, 9165874801",1
A963960,A963960,"YSELA, SAIZ, 4507, RICHLAND, CAMBERS, LANE, HUMBLE, TX, 77396O, PO, BOX, 15234, HUMBLE, TX, 77347, 23887203",1
A963960,B912521,"YSELA, SAIZ, 4507, RICHLAND, CHAMBERS, LN, HUMBLE, TEXAS, 77396, 2816636421",1
A964154,A964154,"D, MENDEZ, 12330, CYCLOPS, STT, NORWALK, CA, 90650, 22509955",1
A964154,A982499,"DORIS, MENDEZ, 12330, CYCLOPS, STREET, NORWALK, CA, 90650, 025209955",1
A964154,B927533,"D, MENDEZ, 12330, CYCLOPS, ST, NORWALK, CALIF, 90650, 5625254811",1
A964154,B938089,"DORIS, MENDEZ, 12330, CYCLOPS, ST, NORWALK, CALIF, 90650, 5625254811",1
A964167,A964167,"J, C, MALONE, 12304, SANTA, MONICA, BLVD, 3F, LOS, ANGELES, CA, 90026, PO, BOX, 881605, POST, OFFICE, BOX, 881605, CALLER, LOS, ANGELES, CALIFORNIA, 90009, 024384143",1
A964167,B943005,"J, C, MALONE, 881605, CALLER, LOS, ANGELES, CALIF, 90009, 8181470512",1
A964249,A964249,"PAUL, ARIZPE, 5617, BISHOP, LN, NORTH, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",1
A964249,B985770,"PAUL, ARIZPE, 5617, BISHOP, LN, NORTH, JACKSONVILLE, FLORIDA, 32207, 9043554574",1
A964322,A964322,"LADASHIA, M, WHITE, 2585, JACOBS, ST, HAYWARD, CALIF, 94541, 023876737",1
A964322,A988662,"LADASHIA, M, W, 2585, JACOBS, ST, HAYWARD, CAB, 94541",1
A964322,B977149,"LADASHIA, M, WHITE, 2585, JACOBS, ST, HAYWARD, CALIFORNIA, 94541, 5305505143",1
A964322,B996129,"LADASHIA, M, W, 2585, JACOBS, ST, HAYWARD, CALIFORNIA, 94541, 5305505143",1
A964324,A964324,"ALICHA, K, SNEED, 449, NANCY, DR, RIPON, CALIFORNIA, 95366, 024047565",1
A964324,A984003,"ALICHA, K, CORELLA, 449, NANCY, DR, RIPON, CALIFORNIA, 95366",1
